FlightID,AircraftType,EngineThrust,PressurizationCycles,ErrorsDetected,MaintenanceHistory,FlightHoursSinceLastCheck,MaintenanceRequired
2409,A350,1.43,9.25,Yes,4.47,9.57,No
2410,B737,0.82,8.66,No,0.59,6.22,Yes
2411,A380,3.89,4.89,No,1.45,5.72,No
2412,A380,2.91,5.18,No,7.87,4.54,No
2413,A350,6.6,9.9,No,9.69,0.76,No
2414,B787,3.31,2.74,No,5.83,8.83,Yes
2415,B787,4.0,7.96,No,0.43,4.83,No
2416,B737,5.29,0.58,Yes,3.65,0.82,Yes
2417,A350,4.9,1.81,Yes,2.7,7.78,No
2418,A380,4.74,2.54,Yes,1.33,1.88,Yes
2419,A320,9.27,9.51,Yes,6.42,2.13,Yes
2420,B787,3.66,8.62,No,7.26,7.05,Yes
2421,B737,0.21,2.08,No,7.93,0.42,Yes
2422,B787,9.41,4.08,Yes,8.25,7.9,Yes
2423,A320,6.63,9.63,Yes,5.37,7.93,No
2424,A380,5.1,1.88,No,9.7,4.44,Yes
2425,A380,5.15,9.42,No,0.1,2.96,No
2426,A350,6.11,0.16,Yes,7.33,9.98,Yes
2427,B737,3.96,8.11,Yes,5.51,6.19,Yes
2428,B737,5.85,9.87,Yes,5.38,3.1,No
2429,B737,5.41,5.84,No,6.94,7.83,Yes
2430,B787,0.17,3.37,Yes,8.75,7.3,Yes
2431,B737,8.03,6.41,No,2.48,4.17,Yes
2432,B787,6.39,4.51,Yes,3.78,7.4,Yes
2433,A380,7.02,1.34,No,3.24,1.71,Yes
2434,A320,1.22,6.89,No,1.45,5.4,No
2435,A350,1.62,7.34,Yes,9.41,8.59,Yes
2436,A350,3.97,4.48,Yes,6.51,9.3,No
2437,B737,2.0,9.75,Yes,2.27,5.65,Yes
2438,A350,6.29,7.03,No,2.71,1.36,No
2439,A320,0.96,1.0,No,3.49,4.01,No
2440,B787,0.36,2.52,Yes,1.44,2.64,No
2441,B737,8.85,2.3,Yes,1.05,3.35,Yes
2442,A350,2.64,8.69,No,7.81,2.01,No
2443,B787,3.3,3.0,Yes,3.32,7.61,Yes
2444,B787,7.47,6.55,Yes,4.88,8.18,Yes
2445,A380,8.25,3.72,No,9.82,7.3,Yes
2446,A380,0.57,7.52,No,8.36,8.57,No
2447,A380,4.9,6.1,No,4.59,1.91,No
2448,A380,2.99,0.34,No,9.11,4.75,No
2449,B737,5.84,6.35,No,2.54,8.97,Yes
2450,A320,3.78,1.64,Yes,1.61,7.97,No
2451,B737,9.06,8.62,No,2.25,0.69,No
2452,A320,1.24,8.25,No,1.73,3.14,No
2453,A320,7.31,0.92,No,1.77,3.49,Yes
2454,A350,0.27,3.01,No,5.89,2.68,Yes
2455,B787,7.2,5.53,No,9.99,9.16,Yes
2456,A350,3.63,4.81,No,3.16,2.72,Yes
2457,A350,2.49,2.14,Yes,4.32,2.89,Yes
2458,A320,4.58,1.56,Yes,1.02,1.29,Yes
2459,A320,9.08,4.59,No,7.26,7.21,No
2460,A350,5.28,3.4,No,5.75,2.4,No
2461,A350,6.57,0.97,Yes,4.72,4.64,Yes
2462,A380,3.23,2.97,Yes,9.7,4.69,Yes
2463,B737,6.85,3.19,Yes,7.81,6.12,No
2464,B787,5.2,6.14,Yes,2.25,5.3,No
2465,B787,6.3,7.01,Yes,3.13,7.74,Yes
2466,A320,9.2,7.64,No,6.98,4.33,No
2467,A320,3.73,2.34,Yes,6.8,0.12,No
2468,A380,5.23,8.07,Yes,0.72,9.92,No
2469,B737,5.64,8.84,Yes,0.59,2.86,No
2470,A350,3.39,1.56,Yes,7.5,7.51,Yes
2471,B737,5.51,8.4,Yes,9.5,4.12,No
2472,A320,4.2,9.21,No,9.56,1.39,No
2473,A350,3.28,3.98,No,6.72,2.54,No
2474,B787,3.6,7.03,Yes,4.09,9.3,No
2475,B737,0.12,8.16,No,9.55,1.7,No
2476,B737,1.15,3.04,Yes,2.1,1.35,No
2477,B737,8.52,2.28,No,9.49,2.71,No
2478,B787,6.17,4.84,No,8.11,3.6,No
2479,B737,8.59,6.68,No,5.47,5.04,Yes
2480,B737,4.12,4.13,No,7.61,5.5,No
2481,B737,1.35,8.41,Yes,8.18,9.15,Yes
2482,B787,8.45,3.36,No,0.77,3.06,No
2483,A380,6.66,5.5,No,9.38,7.33,Yes
2484,A320,6.7,8.36,Yes,9.38,9.0,No
2485,B737,0.79,2.6,No,4.23,2.34,Yes
2486,A350,1.52,6.81,No,6.17,1.14,Yes
2487,A320,4.86,7.9,Yes,8.13,8.62,No
2488,B737,8.95,4.63,No,7.57,3.69,Yes
2489,A350,8.14,9.42,No,9.8,4.0,No
2490,B787,7.95,4.95,Yes,5.57,4.44,Yes
2491,B737,1.65,9.77,Yes,6.27,7.59,No
2492,B787,4.2,5.71,Yes,8.26,6.56,No
2493,B737,1.46,5.8,Yes,5.08,9.97,Yes
2494,B737,4.7,3.75,Yes,3.02,3.07,Yes
2495,A350,1.75,3.65,No,6.97,0.46,No
2496,A320,5.34,9.11,No,7.37,0.84,Yes
2497,B737,7.44,6.74,Yes,0.36,9.26,Yes
2498,A350,6.69,2.93,Yes,0.71,9.3,No
2499,A380,9.65,7.49,No,1.54,5.84,Yes
2500,A350,6.79,6.24,No,8.79,6.61,Yes
2501,A320,3.82,3.31,Yes,1.04,2.27,No
2502,A350,2.68,2.95,Yes,3.53,4.01,No
2503,A380,5.44,9.31,Yes,0.26,8.47,Yes
2504,A350,0.27,7.43,No,3.48,4.16,No
2505,A350,1.78,2.0,Yes,7.47,4.27,No
2506,A380,1.46,1.83,Yes,7.54,8.44,No
2507,A380,6.88,7.19,No,4.11,5.47,No
2508,A320,4.74,1.32,No,5.07,6.99,No
2509,B737,7.21,6.68,No,0.29,2.46,Yes
2510,B737,0.81,6.97,No,8.95,3.21,No
2511,A380,0.78,4.68,No,4.86,1.39,No
2512,B737,3.27,7.96,No,2.61,4.77,Yes
2513,B737,6.41,7.47,No,2.52,2.83,No
2514,B737,9.43,6.2,No,7.94,1.83,Yes
2515,B737,2.5,6.29,No,0.7,8.49,No
2516,A350,2.54,0.46,Yes,2.79,7.82,Yes
2517,A380,4.58,2.91,No,4.51,9.63,Yes
2518,B737,8.59,6.98,Yes,9.7,4.47,No
2519,A350,2.75,7.29,No,6.38,8.84,Yes
2520,A320,3.44,8.09,Yes,9.29,3.66,Yes
2521,A380,1.81,5.21,Yes,4.94,5.92,Yes
2522,A320,4.41,3.36,Yes,9.02,7.58,No
2523,B787,8.64,4.07,Yes,9.46,6.7,No
2524,A350,9.94,7.46,No,1.26,0.99,Yes
2525,A320,7.51,7.51,Yes,5.28,1.21,Yes
2526,B787,3.79,3.41,Yes,5.73,1.71,Yes
2527,B737,1.85,7.6,Yes,1.04,7.44,No
2528,A320,9.75,1.91,Yes,3.72,5.08,Yes
2529,A380,3.84,6.07,No,8.32,7.78,No
2530,A320,3.73,6.61,No,0.8,6.46,Yes
2531,A320,2.3,1.26,No,8.47,7.55,No
2532,B787,4.22,4.33,Yes,0.66,6.95,No
2533,B787,2.63,5.79,No,7.15,0.41,Yes
2534,A350,2.32,1.48,No,7.97,1.59,No
2535,A320,9.21,6.84,Yes,4.89,2.38,Yes
2536,A350,9.85,4.08,Yes,4.74,6.45,Yes
2537,B737,2.88,1.94,No,7.33,6.41,Yes
2538,A320,5.23,4.1,No,9.85,7.59,Yes
2539,B787,1.29,9.32,Yes,1.82,7.9,No
2540,A320,6.77,3.03,No,3.09,8.34,No
2541,B737,5.76,5.13,Yes,4.99,0.78,Yes
2542,B737,3.04,9.0,Yes,5.1,7.86,Yes
2543,B787,7.43,7.62,No,9.74,9.98,Yes
2544,B787,2.97,4.6,No,8.08,9.39,No
2545,A320,9.5,0.24,No,1.8,6.96,Yes
2546,B787,9.13,8.11,Yes,9.54,9.91,No
2547,A350,3.5,5.91,No,6.97,2.7,Yes
2548,A320,5.21,0.99,No,8.8,3.41,No
2549,A380,1.58,8.95,Yes,7.72,0.09,No
2550,A380,4.86,6.5,Yes,4.42,8.88,No
2551,A320,4.99,5.43,Yes,5.6,9.63,No
2552,B737,2.82,5.26,Yes,8.15,0.24,No
2553,B737,9.57,0.86,Yes,8.62,8.6,No
2554,B787,6.51,0.96,Yes,5.43,7.87,No
2555,A320,9.76,5.1,No,9.39,2.49,Yes
2556,A320,3.55,8.04,Yes,4.67,0.07,Yes
2557,B737,1.39,7.4,Yes,2.71,6.52,Yes
2558,B787,5.22,5.89,Yes,2.02,0.87,Yes
2559,A350,1.92,1.05,No,0.18,1.59,No
2560,B787,8.95,6.57,No,5.08,5.36,Yes
2561,A350,9.82,7.61,No,0.71,4.28,Yes
2562,A350,2.06,4.24,No,6.48,1.69,Yes
2563,B787,1.49,6.24,Yes,6.85,8.67,No
2564,A350,6.76,3.0,No,4.12,9.46,No
2565,B787,6.98,2.15,Yes,8.53,3.48,Yes
2566,B787,3.72,3.94,Yes,2.58,0.0,No
2567,B737,0.71,8.36,Yes,0.87,5.61,Yes
2568,A380,3.55,3.67,No,9.52,1.02,No
2569,A350,5.89,5.87,No,5.05,2.33,No
2570,B737,6.0,4.92,Yes,5.88,6.55,Yes
2571,A380,2.31,8.13,No,6.96,2.69,No
2572,A320,9.05,1.99,Yes,3.04,4.09,Yes
2573,A320,6.73,0.95,No,1.34,1.01,No
2574,B787,3.12,3.83,No,5.43,0.38,No
2575,A320,0.74,0.8,No,3.97,9.49,No
2576,B737,0.35,8.07,Yes,2.72,6.67,Yes
2577,A380,6.22,3.96,No,9.08,0.86,Yes
2578,A380,7.16,1.65,No,9.24,1.24,Yes
2579,A320,6.33,3.06,Yes,0.68,9.24,Yes
2580,B787,1.25,9.64,Yes,5.19,0.5,No
2581,B787,6.1,5.93,Yes,2.59,7.72,Yes
2582,A380,3.0,3.24,Yes,2.38,1.06,Yes
2583,B787,9.05,7.75,No,3.12,7.13,Yes
2584,A320,4.75,9.76,Yes,3.61,7.36,No
2585,A320,9.3,9.16,No,1.38,9.78,No
2586,A380,6.1,1.43,No,6.59,8.07,Yes
2587,A320,7.32,5.99,Yes,2.21,2.68,No
2588,A380,5.57,4.7,Yes,4.57,5.36,Yes
2589,A350,5.16,1.22,Yes,8.39,2.5,No
2590,B737,8.84,3.05,No,0.47,4.71,Yes
2591,B787,6.49,9.53,No,5.66,2.57,Yes
2592,B787,9.46,9.56,Yes,7.0,7.77,Yes
2593,A350,4.97,7.01,Yes,6.26,4.96,No
2594,A320,7.22,1.01,No,6.49,8.22,No
2595,B787,8.77,3.82,Yes,3.86,5.75,Yes
2596,A380,7.56,8.79,No,3.42,6.01,No
2597,B787,0.08,9.03,Yes,4.08,6.42,No
2598,B737,4.29,7.44,No,7.85,1.69,Yes
2599,A320,3.79,1.94,No,5.56,3.62,No
2600,B737,6.29,7.77,Yes,0.17,8.92,No
2601,A380,3.86,3.08,Yes,8.56,0.89,No
2602,A320,7.85,7.24,No,6.54,1.03,No
2603,B787,3.31,8.76,No,2.93,9.06,No
2604,B737,2.12,0.98,Yes,7.92,1.14,No
2605,A320,9.09,5.84,No,3.24,4.67,No
2606,A380,2.41,8.22,Yes,8.56,6.69,Yes
2607,A350,3.75,0.8,Yes,3.44,3.5,Yes
2608,A380,1.82,4.52,Yes,0.2,4.82,Yes
2609,A320,7.51,5.99,No,4.8,1.55,Yes
2610,A350,7.38,2.73,No,6.87,1.78,No
2611,B787,4.45,5.57,Yes,0.69,9.41,No
2612,B737,8.41,3.71,No,4.79,5.44,Yes
2613,B737,7.78,8.42,Yes,5.82,5.09,No
2614,A380,0.68,5.38,Yes,3.28,0.2,Yes
2615,B787,5.46,1.72,Yes,0.58,1.56,Yes
2616,B737,6.26,9.11,No,2.53,9.53,Yes
2617,B737,4.25,5.17,No,7.87,4.24,Yes
2618,A350,7.42,0.6,Yes,5.84,4.2,No
2619,B737,8.33,0.29,Yes,0.79,6.99,No
2620,A350,9.72,3.38,No,6.36,7.97,No
2621,B737,5.51,5.66,Yes,4.8,1.58,No
2622,B737,6.38,8.61,Yes,8.32,4.06,Yes
2623,B787,2.25,2.68,No,4.63,5.92,Yes
2624,A350,5.1,0.92,Yes,3.82,6.19,No
2625,B737,3.03,5.41,No,6.15,0.09,No
2626,B787,1.4,3.87,No,7.94,2.75,Yes
2627,A350,6.77,6.95,Yes,3.22,2.35,Yes
2628,A320,7.57,8.02,No,3.02,2.88,No
2629,B737,8.63,9.72,Yes,4.69,0.34,Yes
2630,A380,4.3,9.94,Yes,2.47,3.71,Yes
2631,A320,9.58,2.4,No,4.72,4.0,No
2632,A320,0.66,0.43,Yes,4.58,3.35,No
2633,A350,6.54,2.38,Yes,9.28,8.86,Yes
2634,B787,8.28,2.96,No,6.35,4.26,Yes
2635,A350,4.1,4.64,Yes,8.78,7.24,No
2636,B737,7.45,3.76,No,9.01,6.56,Yes
2637,A320,0.78,6.63,No,2.15,1.01,No
2638,A350,3.48,1.91,No,4.96,1.4,Yes
2639,A320,7.7,3.1,No,3.93,1.47,No
2640,A380,4.72,4.12,Yes,5.36,9.42,No
2641,A320,0.82,7.29,No,9.02,9.68,No
2642,A320,7.24,2.99,Yes,2.09,3.57,No
2643,B737,1.01,0.39,No,0.33,9.74,No
2644,A350,5.1,3.11,Yes,3.78,5.97,Yes
2645,A320,3.29,5.74,No,2.3,4.63,No
2646,B787,0.58,2.17,No,2.89,3.74,Yes
2647,A350,1.3,3.73,Yes,3.9,8.79,No
2648,B737,7.21,3.68,No,5.55,2.69,Yes
2649,A380,4.19,7.42,No,8.51,8.57,No
2650,B737,2.04,7.56,No,1.04,5.41,Yes
2651,A350,1.04,0.6,Yes,7.51,8.08,No
2652,B737,4.87,7.81,Yes,1.7,1.02,No
2653,A320,1.66,7.53,No,9.98,0.49,No
2654,B787,3.41,3.75,Yes,3.69,3.23,Yes
2655,A320,6.45,2.77,Yes,2.96,3.92,No
2656,A350,3.67,1.45,Yes,7.96,9.49,No
2657,B737,3.98,5.75,Yes,5.19,3.58,No
2658,A320,9.93,9.76,Yes,6.34,0.49,No
2659,B737,9.99,3.86,Yes,1.05,6.1,No
2660,B787,8.04,8.04,No,5.23,3.84,Yes
2661,A380,1.09,1.72,No,6.75,1.2,No
2662,B737,7.02,2.15,Yes,3.05,7.52,Yes
2663,A350,7.24,5.35,Yes,5.11,9.35,Yes
2664,B787,1.19,2.82,Yes,3.83,4.15,Yes
2665,A350,3.12,3.79,Yes,2.88,6.33,No
2666,A320,7.82,3.19,Yes,9.07,2.4,Yes
2667,A350,7.69,9.21,Yes,0.71,3.41,Yes
2668,A320,5.82,6.07,Yes,3.26,7.73,No
2669,A380,5.72,8.67,Yes,2.99,1.33,No
2670,B787,4.49,9.0,Yes,8.29,8.58,No
2671,A350,9.14,1.25,Yes,9.28,6.99,Yes
2672,B737,0.08,3.6,No,8.7,9.22,No
2673,A380,6.42,0.97,Yes,4.53,5.39,No
2674,B737,5.51,1.09,Yes,8.09,6.23,No
2675,B787,3.78,7.89,Yes,5.23,7.46,Yes
2676,B737,9.11,0.03,No,1.18,9.35,Yes
2677,A350,1.37,8.65,Yes,4.36,5.17,Yes
2678,B737,3.95,7.52,Yes,4.27,5.01,Yes
2679,A350,8.94,0.29,No,9.38,0.04,No
2680,A350,0.67,2.97,No,5.87,3.75,Yes
2681,A320,1.64,7.23,Yes,6.9,5.06,No
2682,A380,2.82,0.37,No,3.2,5.06,Yes
2683,B737,7.39,2.61,Yes,1.63,9.2,Yes
2684,A350,2.72,0.68,Yes,9.62,5.84,No
2685,A350,2.79,8.41,No,9.23,0.02,Yes
2686,A380,7.76,6.99,No,7.69,4.46,Yes
2687,B737,2.12,3.05,No,1.12,6.43,No
2688,A380,0.05,2.77,Yes,9.12,5.42,No
2689,B787,3.87,6.12,No,0.89,5.89,No
2690,A380,9.47,5.6,No,7.81,3.18,No
2691,A350,8.04,6.21,Yes,9.2,0.99,Yes
2692,A350,2.96,7.17,No,4.7,0.27,No
2693,B787,9.66,6.78,Yes,3.53,1.47,Yes
2694,A380,4.33,4.83,Yes,2.42,4.55,No
2695,B737,7.8,3.28,No,0.87,1.15,Yes
2696,B787,3.53,1.74,Yes,4.85,1.49,No
2697,B737,6.98,4.31,No,8.5,4.96,No
2698,B737,9.25,5.69,No,8.85,6.32,No
2699,A350,0.33,2.54,No,8.44,3.19,Yes
2700,A350,2.69,2.06,Yes,7.88,8.98,Yes
2701,B787,8.77,4.5,No,8.96,5.33,Yes
2702,B787,7.69,2.13,Yes,4.49,8.46,No
2703,B787,4.83,7.78,No,7.12,1.5,Yes
2704,B787,4.19,4.35,Yes,6.4,2.19,Yes
2705,B787,5.49,2.84,No,3.82,6.95,No
2706,B787,1.56,3.38,Yes,1.85,4.38,Yes
2707,B737,6.72,7.21,Yes,0.97,5.0,Yes
2708,A380,5.1,0.33,No,8.25,0.98,No
2709,A380,2.95,0.38,No,2.45,7.8,Yes
2710,B787,5.94,5.24,Yes,1.22,7.41,Yes
2711,A320,5.2,7.17,Yes,5.32,7.96,No
2712,B737,5.76,9.49,Yes,1.13,6.88,Yes
2713,A320,1.44,7.12,No,1.82,8.08,Yes
2714,A320,2.73,6.88,No,0.35,9.63,Yes
2715,A380,1.29,6.37,No,6.29,8.18,Yes
2716,A350,8.83,8.06,No,8.88,2.98,Yes
2717,B737,0.57,6.04,Yes,5.65,2.94,No
2718,A350,2.6,5.1,Yes,2.05,2.84,No
2719,A380,5.64,5.02,Yes,6.11,5.52,No
2720,A350,6.83,6.22,No,9.32,9.89,Yes
2721,B737,1.95,8.44,Yes,9.0,9.18,No
2722,B787,8.16,7.77,Yes,4.51,9.1,No
2723,A320,9.52,9.24,Yes,3.35,7.13,Yes
2724,A350,8.62,6.57,Yes,7.74,9.51,Yes
2725,A350,6.35,9.01,Yes,3.16,1.34,No
2726,A380,3.91,0.86,No,5.47,9.93,No
2727,A320,4.1,2.81,No,6.66,5.24,Yes
2728,A380,6.04,5.11,No,5.99,4.98,No
2729,A380,1.95,1.88,Yes,9.26,7.35,No
2730,A380,3.77,0.26,Yes,2.76,5.81,Yes
2731,A320,3.24,0.41,No,8.36,4.73,No
2732,B737,5.07,9.37,No,4.69,5.35,No
2733,A380,9.48,7.97,Yes,0.66,8.61,Yes
2734,A320,1.15,7.66,No,0.22,7.03,Yes
2735,A320,4.44,7.01,No,5.25,4.49,No
2736,A350,3.91,7.67,No,7.48,2.94,Yes
2737,A380,2.91,0.39,Yes,8.97,8.2,Yes
2738,A350,5.12,6.36,Yes,2.75,8.99,Yes
2739,A320,9.67,0.7,No,2.98,6.45,Yes
2740,A350,3.29,8.64,Yes,8.95,3.81,Yes
2741,A380,0.44,6.41,No,4.88,9.57,Yes
2742,B737,4.3,2.14,Yes,4.33,4.0,No
2743,A350,6.45,5.31,Yes,2.0,2.01,Yes
2744,B737,4.06,2.55,Yes,0.07,1.77,Yes
2745,B737,9.65,9.06,Yes,5.74,7.89,Yes
2746,A350,5.82,7.0,Yes,7.53,0.19,No
2747,A350,6.31,8.65,Yes,0.08,2.97,Yes
2748,B737,6.72,3.35,No,5.35,1.96,No
2749,B737,7.14,2.34,Yes,7.96,2.12,Yes
2750,A350,0.96,8.04,No,4.45,6.85,No
2751,B787,7.39,3.16,No,0.8,0.96,No
2752,A320,7.12,5.45,No,7.96,8.47,Yes
2753,A380,6.06,1.05,No,6.54,4.63,Yes
2754,B787,5.43,5.46,Yes,2.82,5.57,No
2755,A380,2.19,7.53,No,7.87,7.94,Yes
2756,B787,2.78,5.27,No,9.31,7.57,No
2757,A320,1.87,1.39,No,7.87,0.83,No
2758,A380,7.38,8.34,Yes,4.82,4.95,Yes
2759,B737,8.45,6.84,No,7.45,1.48,No
2760,B787,0.91,4.66,No,8.14,6.62,Yes
2761,B787,6.74,6.95,Yes,9.49,9.48,Yes
2762,A320,8.66,6.46,No,7.57,6.45,Yes
2763,A350,1.62,8.25,No,9.21,5.79,No
2764,A350,7.2,9.77,No,4.16,0.04,Yes
2765,A320,4.14,8.87,No,8.63,6.72,No
2766,B787,8.84,3.49,No,5.94,7.38,No
2767,B787,7.98,2.96,Yes,1.62,0.38,Yes
2768,B737,0.75,8.53,No,3.05,3.33,Yes
2769,A350,9.97,9.6,No,0.52,9.22,Yes
2770,A320,2.59,6.22,Yes,5.7,4.81,Yes
2771,B787,2.83,9.63,Yes,0.38,4.06,No
2772,A320,0.02,2.72,No,6.36,7.13,No
2773,B787,4.17,4.79,No,4.1,2.17,Yes
2774,B737,5.32,9.78,Yes,8.8,4.07,Yes
2775,A350,1.67,4.31,No,9.82,8.39,No
2776,A380,7.79,9.03,Yes,3.02,3.6,Yes
2777,A320,7.11,1.54,No,8.09,8.92,Yes
2778,A380,9.66,3.77,No,5.01,6.29,No
2779,A320,2.14,0.63,Yes,3.91,6.08,No
2780,A320,2.99,3.65,No,3.7,4.09,Yes
2781,B737,6.4,2.33,Yes,7.56,9.15,Yes
2782,B737,4.53,0.25,Yes,3.24,0.02,Yes
2783,A380,7.07,5.71,No,7.6,2.54,Yes
2784,A320,1.73,5.88,No,0.67,0.55,No
2785,A380,5.03,5.13,Yes,8.35,4.48,No
2786,B737,0.87,6.21,Yes,1.18,1.66,No
2787,A320,1.82,5.82,No,3.09,0.43,No
2788,A320,5.88,0.64,Yes,3.79,4.69,No
2789,A320,6.43,0.24,No,9.34,8.01,Yes
2790,A350,5.74,2.99,Yes,0.3,6.85,Yes
2791,A320,3.49,9.36,Yes,4.57,0.33,Yes
2792,A320,7.67,9.0,Yes,2.24,1.81,No
2793,A350,4.46,1.48,Yes,1.87,5.08,No
2794,B787,5.35,5.89,No,4.26,2.52,No
2795,B787,3.92,1.88,Yes,0.38,7.55,No
2796,B737,3.87,2.47,No,7.35,3.92,Yes
2797,A350,4.96,9.26,Yes,5.97,1.93,No
2798,B787,6.29,7.31,No,7.61,6.52,No
2799,A380,5.39,1.73,No,5.3,6.63,Yes
2800,A350,6.56,2.44,No,6.1,6.81,Yes
2801,A320,6.34,8.66,Yes,5.8,0.03,No
2802,A320,7.72,6.84,No,5.99,7.97,Yes
2803,B737,9.44,5.91,No,1.84,0.81,Yes
2804,A350,0.74,7.6,No,7.68,5.51,No
2805,B787,5.76,9.67,No,9.96,7.11,Yes
2806,B787,2.49,6.16,Yes,0.25,4.3,Yes
2807,A350,3.14,7.83,Yes,0.6,2.68,Yes
2808,A320,2.03,5.75,No,1.84,7.22,Yes
2809,A320,8.06,2.46,No,5.03,2.44,No
2810,B787,4.59,2.82,No,5.52,6.97,Yes
2811,A320,3.42,4.44,No,3.69,9.35,Yes
2812,B787,2.54,8.65,No,8.62,9.7,Yes
2813,A350,0.91,9.64,Yes,7.16,9.68,No
2814,A380,4.28,0.07,Yes,5.0,2.34,No
2815,B737,8.27,7.4,Yes,0.45,2.93,No
2816,B737,5.37,0.26,No,1.65,8.73,Yes
2817,A320,9.05,6.74,Yes,6.9,2.86,Yes
2818,A380,3.87,1.72,Yes,0.3,9.36,Yes
2819,A320,0.57,3.28,No,3.76,1.99,Yes
2820,A350,8.0,2.3,No,8.11,8.69,No
2821,A350,9.02,9.41,Yes,0.83,3.52,Yes
2822,B737,4.68,9.48,No,7.97,6.01,No
2823,A350,9.55,7.44,Yes,9.0,1.75,No
2824,B787,7.24,0.99,Yes,5.98,8.31,Yes
2825,B787,7.15,1.32,No,8.34,1.86,Yes
2826,A380,8.0,2.91,No,7.54,2.32,Yes
2827,B787,7.52,7.42,No,9.1,2.85,No
2828,B737,1.92,7.94,Yes,0.08,6.69,No
2829,A350,6.74,0.85,Yes,9.17,6.66,Yes
2830,A380,3.84,0.21,No,0.3,9.72,Yes
2831,A380,2.68,5.84,Yes,6.33,6.21,Yes
2832,B737,5.58,8.83,Yes,5.94,5.43,No
2833,A320,6.57,7.21,Yes,9.54,8.13,No
2834,A320,7.03,1.86,Yes,3.08,8.25,Yes
2835,B787,2.12,6.17,Yes,1.16,3.85,No
2836,A350,6.54,6.05,No,6.94,6.86,Yes
2837,A320,2.9,9.79,No,1.65,8.14,No
2838,B787,0.9,9.22,Yes,9.1,6.93,Yes
2839,B787,9.7,4.18,No,5.77,2.0,No
2840,A350,3.44,0.55,Yes,4.53,0.71,Yes
2841,A350,7.36,5.84,Yes,8.06,9.42,No
2842,B787,2.86,6.41,No,3.03,4.51,No
2843,A380,1.29,2.66,No,3.86,2.96,Yes
2844,A380,5.73,6.69,No,6.56,0.28,Yes
2845,B787,9.62,3.06,No,8.38,7.77,No
2846,A320,5.48,5.97,Yes,4.42,0.79,No
2847,A380,8.71,1.73,No,6.81,4.94,Yes
2848,B737,6.27,5.08,No,0.88,4.18,No
2849,B787,8.92,8.19,Yes,9.16,8.75,Yes
2850,A350,9.74,8.98,No,7.88,8.5,No
2851,B737,4.84,0.49,Yes,0.95,2.66,No
2852,B787,8.55,0.71,No,5.56,6.61,No
2853,A320,6.82,4.55,Yes,3.36,7.55,Yes
2854,A350,5.57,3.05,No,8.65,3.49,No
2855,A320,7.61,0.58,No,7.32,9.43,No
2856,A380,0.53,0.56,No,6.37,5.39,Yes
2857,A380,4.81,3.92,Yes,0.37,7.62,Yes
2858,A350,8.98,7.51,Yes,9.82,6.0,No
2859,B787,9.55,9.55,Yes,4.13,1.1,No
2860,B787,7.32,1.22,Yes,8.31,2.38,Yes
2861,A380,4.77,7.37,Yes,5.02,6.44,Yes
2862,B737,2.2,6.48,Yes,4.41,4.31,No
2863,B787,1.15,6.64,Yes,5.46,0.47,No
2864,A350,8.13,4.96,No,8.32,5.15,No
2865,A380,8.61,1.84,Yes,6.81,5.66,No
2866,B787,6.42,8.0,No,0.07,2.97,Yes
2867,A350,6.12,7.58,Yes,9.55,2.56,Yes
2868,A320,6.82,3.7,Yes,0.37,1.76,No
2869,A350,7.71,4.58,Yes,4.2,5.52,No
2870,A350,2.28,0.21,No,3.8,3.05,Yes
2871,A350,7.74,5.88,Yes,4.21,5.5,No
2872,B737,7.44,2.82,Yes,6.12,5.79,No
2873,A320,1.47,0.54,Yes,5.32,5.89,Yes
2874,B737,5.22,2.83,No,4.06,7.33,No
2875,B787,1.55,7.12,No,1.85,6.64,Yes
2876,A350,3.84,6.39,No,9.94,9.33,No
2877,B737,0.91,3.72,No,3.0,2.91,No
2878,A320,0.84,8.84,No,2.81,7.26,No
2879,A380,0.09,7.75,No,7.7,8.66,Yes
2880,B787,9.09,6.59,Yes,5.48,0.31,No
2881,A350,7.6,8.05,Yes,3.99,3.52,No
2882,B737,0.12,5.62,Yes,3.47,6.49,Yes
2883,A350,2.68,3.37,No,0.86,4.53,Yes
2884,A350,1.51,1.83,No,3.14,2.13,No
2885,B737,2.89,5.11,Yes,4.41,0.73,Yes
2886,A320,8.83,8.14,Yes,7.53,9.82,No
2887,A320,8.73,9.36,No,4.55,9.67,Yes
2888,A350,6.55,3.12,No,2.28,1.35,Yes
2889,A350,0.45,7.14,Yes,3.38,4.47,No
2890,A320,5.44,7.2,No,3.01,5.62,Yes
2891,A380,4.29,0.72,Yes,7.31,1.08,Yes
2892,B737,4.38,2.8,No,7.17,8.72,No
2893,B737,9.0,3.11,Yes,7.73,8.7,Yes
2894,A380,1.85,6.44,No,7.31,7.99,No
2895,B737,4.8,4.67,No,1.54,5.74,No
2896,B737,4.2,5.43,Yes,8.41,0.23,Yes
2897,B787,0.32,7.61,Yes,6.59,8.13,No
2898,A320,0.79,9.98,Yes,2.53,4.42,Yes
2899,B737,0.05,1.0,Yes,5.57,8.89,No
2900,A320,5.77,4.75,No,6.71,6.17,Yes
2901,B787,0.3,4.69,No,8.26,8.33,No
2902,A380,1.09,9.66,Yes,9.29,4.7,Yes
2903,A380,2.06,1.65,Yes,6.91,1.89,Yes
2904,A350,6.9,5.72,No,5.07,7.02,Yes
2905,B787,4.17,0.88,Yes,3.87,8.29,No
