FlightID,AircraftType,FuelPlanned,FuelActual,RouteAdherence,PerformanceRating,GoAround,WeatherConditions,PilotEfficiency,OptimizedOperation
2377,A350,8.1,1.84,6.74,5.15,No,Thunderstorm,2.01,No
2378,B787,5.89,8.78,7.06,3.72,Yes,Clear,2.21,No
2379,A320,9.75,9.24,7.99,2.45,Yes,Thunderstorm,3.96,No
2380,B787,7.71,5.26,4.89,4.22,No,Fog,0.4,No
2381,A380,5.75,3.8,0.6,2.3,No,Thunderstorm,5.2,Yes
2382,A320,8.08,6.93,3.85,5.96,No,Snow,2.57,No
2383,A350,7.58,4.3,8.36,4.54,Yes,Snow,1.58,No
2384,B787,4.99,9.24,6.66,6.5,No,Snow,8.5,No
2385,B737,1.02,7.82,4.82,1.79,Yes,Fog,4.99,No
2386,A380,9.06,0.52,1.28,1.08,Yes,Thunderstorm,6.37,Yes
2387,B737,4.81,6.24,5.47,5.92,No,Thunderstorm,2.23,Yes
2388,A320,0.36,4.08,2.4,0.87,Yes,Snow,9.62,Yes
2389,B787,8.81,9.57,4.02,3.58,Yes,Snow,0.11,No
2390,B787,4.65,4.02,0.76,0.92,Yes,Snow,1.12,No
2391,A320,3.81,5.52,2.11,4.63,Yes,Fog,8.36,Yes
2392,A380,3.33,9.32,4.05,9.36,No,Rain,1.61,Yes
2393,A350,6.96,0.44,5.14,1.08,No,Clear,0.14,Yes
2394,A350,4.07,8.79,5.5,2.95,Yes,Rain,4.01,No
2395,A380,3.61,1.69,4.98,9.2,Yes,Fog,8.55,No
2396,B787,6.74,5.31,3.16,4.35,No,Snow,8.4,No
2397,B787,6.9,6.09,6.98,9.57,Yes,Thunderstorm,9.33,Yes
2398,B787,4.19,1.81,6.06,8.8,No,Fog,9.73,Yes
2399,B787,7.27,4.22,1.76,8.13,Yes,Clear,3.34,Yes
2400,B737,0.09,3.66,9.95,0.39,Yes,Fog,2.47,Yes
2401,A320,5.8,3.92,6.65,7.74,Yes,Thunderstorm,7.78,Yes
2402,B787,6.05,1.46,9.28,5.39,No,Thunderstorm,6.78,No
2403,A380,5.11,6.85,0.99,9.37,No,Snow,4.51,No
2404,A320,0.53,0.13,9.1,5.78,Yes,Clear,1.73,No
2405,B737,4.09,3.92,0.65,9.98,Yes,Clear,8.76,No
2406,B737,6.32,7.53,4.22,4.61,Yes,Snow,1.56,No
2407,A380,9.15,7.45,8.05,9.81,Yes,Rain,5.3,Yes
2408,A380,7.7,3.57,1.66,6.91,No,Thunderstorm,5.45,No
2409,A380,2.58,6.95,9.02,6.61,No,Rain,4.45,Yes
2410,A380,5.03,9.07,9.89,8.78,No,Snow,4.54,No
2411,B737,0.85,2.3,4.19,6.7,Yes,Thunderstorm,2.42,No
2412,A380,6.52,3.62,2.1,2.96,No,Rain,7.67,No
2413,A320,4.87,2.19,1.76,7.64,Yes,Snow,2.46,No
2414,B737,9.54,2.42,9.58,4.54,No,Clear,9.51,No
2415,B737,1.47,2.07,3.97,8.83,Yes,Fog,5.32,Yes
2416,A320,6.4,3.96,4.74,0.23,Yes,Fog,1.76,No
2417,A350,0.65,8.55,8.61,8.71,Yes,Fog,2.45,No
2418,A350,1.85,5.94,5.44,4.12,Yes,Rain,0.24,No
2419,A380,9.16,5.12,6.42,3.05,No,Clear,0.33,Yes
2420,A320,8.69,7.15,2.81,4.96,No,Fog,4.64,No
2421,A380,7.14,5.51,1.89,2.21,No,Clear,0.99,Yes
2422,A320,7.42,1.99,9.7,2.84,No,Rain,9.2,Yes
2423,A320,9.96,5.58,3.52,3.19,Yes,Rain,7.72,No
2424,B737,8.61,3.67,3.03,6.94,No,Thunderstorm,0.9,Yes
2425,A350,8.77,3.09,5.74,7.22,Yes,Snow,8.81,No
2426,A320,3.86,3.21,1.95,6.67,No,Thunderstorm,3.62,No
2427,A320,9.82,7.88,5.66,8.91,No,Fog,9.4,No
2428,A380,3.82,5.98,7.11,6.82,Yes,Clear,0.03,No
2429,B787,9.4,5.38,3.84,8.81,Yes,Thunderstorm,3.69,Yes
2430,A380,8.49,3.09,8.71,3.65,No,Fog,5.72,Yes
2431,A320,3.54,6.8,8.2,8.22,Yes,Thunderstorm,0.91,No
2432,B737,2.86,4.41,7.8,0.69,Yes,Fog,9.57,Yes
2433,B787,3.41,4.75,8.36,7.04,No,Clear,4.96,No
2434,A320,6.24,7.21,0.26,5.15,No,Clear,0.28,No
2435,A380,0.91,1.06,5.54,5.1,Yes,Fog,0.8,Yes
2436,A320,0.79,3.85,0.78,5.27,No,Snow,0.75,Yes
2437,A350,2.8,8.02,5.71,8.44,Yes,Thunderstorm,8.97,Yes
2438,A350,8.71,4.17,8.29,7.15,No,Snow,4.37,No
2439,B787,2.65,5.91,5.16,0.81,Yes,Rain,2.04,Yes
2440,A350,2.36,9.91,1.3,7.87,No,Rain,9.42,Yes
2441,A350,2.98,6.88,8.44,9.29,No,Fog,0.75,Yes
2442,B737,8.6,7.63,9.75,5.38,No,Clear,2.67,No
2443,B787,0.1,1.11,6.77,9.42,No,Rain,9.38,Yes
2444,A350,7.74,3.1,2.81,7.77,No,Snow,9.45,No
2445,A380,6.58,2.58,7.79,5.74,No,Rain,5.96,Yes
2446,A350,1.26,0.04,7.59,2.53,Yes,Clear,4.2,Yes
2447,B787,0.91,0.34,8.62,0.49,No,Snow,2.04,No
2448,B737,2.28,3.82,5.97,2.77,No,Thunderstorm,2.93,No
2449,A320,5.33,2.45,6.32,7.47,No,Rain,8.29,Yes
2450,A350,6.3,7.14,9.65,8.47,Yes,Snow,2.06,Yes
2451,A350,9.66,1.89,6.37,2.03,Yes,Thunderstorm,8.24,Yes
2452,B737,4.92,3.66,9.75,8.09,Yes,Thunderstorm,2.72,No
2453,A380,4.37,8.88,9.51,9.4,No,Rain,1.7,Yes
2454,A380,0.6,2.01,0.99,8.03,Yes,Thunderstorm,9.62,Yes
2455,A380,1.21,5.36,4.11,5.89,No,Thunderstorm,4.42,Yes
2456,B787,8.56,8.55,1.89,9.08,No,Rain,2.75,No
2457,B737,6.77,3.18,7.24,4.87,No,Rain,4.35,No
2458,A380,4.8,2.46,8.49,4.88,No,Fog,5.21,No
2459,B787,2.41,4.53,1.02,5.68,Yes,Thunderstorm,6.05,No
2460,A350,5.11,6.53,9.17,8.28,No,Thunderstorm,5.73,No
2461,A380,1.67,6.05,1.44,3.01,No,Snow,2.8,Yes
2462,B787,5.7,7.27,5.49,4.03,No,Rain,1.29,No
2463,B737,8.86,2.3,2.56,7.46,No,Snow,9.71,Yes
2464,A350,4.32,1.67,9.34,2.14,Yes,Fog,1.67,Yes
2465,A350,4.3,2.56,5.91,3.75,Yes,Thunderstorm,2.28,No
2466,A350,3.96,3.14,8.27,5.28,Yes,Thunderstorm,2.6,No
2467,B737,3.66,8.29,8.01,5.44,Yes,Clear,3.79,No
2468,A350,4.37,1.31,7.7,0.23,No,Fog,3.24,No
2469,A350,3.19,3.59,1.38,7.26,No,Thunderstorm,1.39,Yes
2470,A320,5.75,9.77,2.82,4.22,No,Thunderstorm,3.97,Yes
2471,A380,9.53,4.34,8.49,7.66,Yes,Rain,3.71,No
2472,A320,1.97,5.8,6.46,8.57,Yes,Rain,8.96,No
2473,B737,9.63,1.51,2.41,9.37,Yes,Clear,5.35,Yes
2474,B737,7.43,6.2,1.09,9.7,Yes,Rain,9.03,No
2475,A350,4.73,8.96,3.72,9.5,No,Fog,4.63,No
2476,A380,6.89,0.73,3.63,2.14,No,Thunderstorm,3.29,No
2477,A320,1.9,6.7,0.95,0.05,Yes,Clear,7.35,Yes
2478,A380,8.28,9.42,0.47,8.71,Yes,Thunderstorm,2.96,Yes
2479,A350,6.66,8.51,4.42,0.83,Yes,Thunderstorm,3.53,No
2480,B737,8.53,8.23,1.55,8.99,No,Rain,2.28,Yes
2481,A380,9.79,5.09,0.33,3.97,No,Fog,2.51,No
2482,A350,0.51,2.14,6.35,8.86,No,Rain,4.27,Yes
2483,A380,7.18,5.65,8.12,6.22,No,Rain,0.56,Yes
2484,B787,8.88,5.55,8.86,5.56,No,Clear,8.46,No
2485,A320,1.03,8.33,3.39,0.74,No,Snow,5.08,Yes
2486,B787,8.8,6.73,5.69,0.64,No,Fog,4.65,Yes
2487,B737,5.69,2.88,2.77,6.46,No,Clear,8.5,No
2488,A320,7.17,7.98,8.91,3.31,Yes,Snow,4.84,No
2489,B787,5.77,7.48,6.04,4.46,No,Thunderstorm,2.16,No
2490,B737,1.99,9.67,1.04,8.89,Yes,Snow,1.84,No
2491,B737,0.55,9.8,3.37,4.13,Yes,Rain,2.49,Yes
2492,A380,0.94,5.54,1.74,3.48,No,Fog,7.68,Yes
2493,A320,6.88,1.81,2.27,9.51,Yes,Snow,9.93,Yes
2494,A320,5.77,2.49,5.19,3.82,No,Thunderstorm,1.13,Yes
2495,A320,9.37,8.3,4.51,8.11,No,Snow,8.9,Yes
2496,A320,9.64,4.92,3.17,0.91,No,Thunderstorm,1.64,Yes
2497,A350,9.22,8.01,3.89,6.23,No,Fog,5.18,Yes
2498,B737,4.64,5.16,1.65,6.22,Yes,Fog,5.98,Yes
2499,A320,1.48,2.06,4.77,0.41,No,Rain,9.94,No
2500,A320,1.41,3.84,0.22,2.12,Yes,Fog,7.03,No
2501,B737,0.23,7.96,3.73,3.18,No,Snow,1.19,No
2502,B787,4.56,1.1,1.32,7.83,No,Rain,3.02,No
2503,A380,9.15,6.83,1.71,2.12,No,Fog,3.05,Yes
2504,A320,0.07,7.82,6.7,4.72,Yes,Clear,9.35,No
2505,A380,6.28,5.64,3.88,5.61,No,Fog,9.11,Yes
2506,B787,1.01,3.74,5.04,6.68,No,Clear,5.98,Yes
2507,A320,2.91,8.81,1.46,2.98,Yes,Snow,3.78,Yes
2508,A350,8.15,1.32,9.5,6.55,Yes,Thunderstorm,4.19,No
2509,A320,2.5,0.57,5.82,7.07,Yes,Thunderstorm,2.35,No
2510,A380,5.31,7.17,0.32,6.26,Yes,Fog,7.38,Yes
2511,A350,4.09,7.79,4.3,1.9,No,Thunderstorm,7.41,Yes
2512,B737,8.4,8.53,3.69,0.36,Yes,Clear,1.0,Yes
2513,B737,4.51,6.64,6.78,1.67,No,Clear,3.68,Yes
2514,A320,4.8,7.57,1.72,2.44,No,Rain,2.94,No
2515,A320,9.42,8.3,0.62,0.25,Yes,Thunderstorm,5.25,No
2516,A320,6.89,7.66,7.78,5.85,Yes,Fog,6.21,No
2517,A350,7.31,3.95,6.81,9.5,Yes,Snow,1.02,Yes
2518,B737,8.33,8.61,9.52,1.94,Yes,Rain,7.02,No
2519,A320,6.96,8.99,0.18,4.88,No,Rain,2.61,Yes
2520,A350,5.71,3.71,9.81,5.86,No,Fog,9.3,No
2521,A380,3.27,3.52,9.1,1.18,Yes,Clear,5.52,Yes
2522,B737,4.31,9.95,3.43,7.63,Yes,Rain,5.64,No
2523,A380,1.63,7.14,5.67,8.0,Yes,Rain,3.39,Yes
2524,B787,9.91,7.08,7.26,5.03,Yes,Fog,0.79,Yes
2525,B787,3.53,3.04,1.36,2.39,No,Fog,2.4,Yes
2526,B737,6.9,3.18,3.68,3.15,Yes,Thunderstorm,8.11,Yes
2527,A350,5.95,2.19,0.17,2.64,No,Rain,7.37,Yes
2528,A350,3.18,2.37,1.89,6.71,Yes,Thunderstorm,3.05,No
2529,A320,1.71,5.24,8.8,3.81,Yes,Thunderstorm,3.02,No
2530,B737,0.28,3.38,3.32,4.01,No,Thunderstorm,7.91,No
2531,B737,5.52,3.64,2.58,0.8,Yes,Thunderstorm,9.51,No
2532,A350,1.95,6.17,2.56,1.32,Yes,Snow,8.4,Yes
2533,A350,3.91,9.35,4.41,7.21,Yes,Thunderstorm,5.09,Yes
2534,A350,9.23,0.28,7.11,6.63,No,Thunderstorm,9.24,No
2535,B737,8.14,7.16,8.27,7.98,No,Fog,8.64,No
2536,A380,5.22,2.73,9.4,0.73,No,Fog,2.14,Yes
2537,A320,7.94,3.96,7.36,8.12,No,Fog,3.57,No
2538,A320,1.32,6.08,4.15,7.92,No,Rain,4.7,No
2539,A380,6.93,0.58,8.37,5.66,No,Thunderstorm,6.49,No
2540,B737,7.95,3.39,1.17,0.44,No,Snow,6.3,Yes
2541,B787,3.68,5.43,4.91,7.19,No,Snow,3.24,No
2542,A320,4.98,2.51,1.07,1.27,No,Rain,4.21,Yes
2543,B787,7.24,0.25,4.01,7.16,No,Clear,1.11,Yes
2544,A350,2.74,2.05,6.15,2.69,Yes,Clear,1.49,No
2545,A350,4.61,2.99,3.79,2.55,Yes,Fog,9.61,No
2546,A380,6.22,1.97,6.17,8.28,Yes,Snow,5.34,No
2547,A380,4.18,9.32,0.96,9.96,Yes,Snow,7.52,No
2548,B787,2.97,6.57,3.12,6.3,No,Thunderstorm,0.01,Yes
2549,A320,3.46,1.52,8.33,8.58,Yes,Rain,8.51,Yes
2550,A350,8.58,4.59,8.74,8.31,No,Rain,6.6,Yes
2551,A380,0.94,0.8,1.25,3.91,Yes,Fog,3.74,Yes
2552,A380,3.47,9.29,1.71,6.99,Yes,Snow,5.08,Yes
2553,B787,6.06,9.92,5.04,2.77,Yes,Clear,9.55,Yes
2554,B737,0.17,5.54,3.43,0.3,Yes,Fog,5.69,Yes
2555,A320,1.79,1.67,8.57,2.35,Yes,Fog,7.0,No
2556,A380,3.52,2.43,8.78,1.83,Yes,Thunderstorm,3.88,No
2557,A380,1.51,7.23,2.71,0.73,Yes,Clear,8.75,Yes
2558,B737,9.44,0.13,8.18,1.25,Yes,Thunderstorm,7.36,Yes
2559,A320,6.62,4.31,4.56,6.37,No,Snow,0.09,No
2560,B787,1.9,6.92,7.86,0.55,No,Rain,2.74,Yes
2561,A380,6.43,1.12,4.57,0.86,No,Snow,9.59,No
2562,B737,3.04,3.18,2.69,3.81,No,Snow,9.26,No
2563,A380,9.48,8.48,1.24,4.0,No,Snow,2.72,No
2564,B787,3.0,7.16,3.73,3.92,No,Thunderstorm,3.55,No
2565,A350,8.37,6.46,9.73,0.71,No,Thunderstorm,0.08,No
2566,A350,3.81,9.24,1.19,1.02,No,Fog,5.46,Yes
2567,A380,9.64,6.52,8.06,8.85,No,Fog,4.35,Yes
2568,A380,1.43,9.12,6.32,1.69,Yes,Fog,9.8,Yes
2569,B787,7.83,2.81,0.66,4.85,Yes,Fog,9.19,Yes
2570,B787,9.69,1.47,0.19,2.71,Yes,Clear,8.69,No
2571,B787,5.96,1.84,2.51,4.38,Yes,Thunderstorm,8.62,No
2572,A320,0.92,4.36,0.17,8.64,Yes,Snow,3.88,No
2573,B787,6.4,6.71,3.1,2.63,No,Fog,9.56,No
2574,A320,8.03,3.38,9.28,4.06,No,Fog,1.09,No
2575,A380,1.93,4.38,8.98,6.25,No,Clear,2.41,Yes
2576,A320,5.53,1.43,0.62,4.32,No,Thunderstorm,6.63,No
2577,B787,0.42,8.57,4.27,5.27,No,Thunderstorm,4.89,Yes
2578,A320,6.12,5.29,8.19,6.46,No,Clear,3.59,Yes
2579,B737,7.61,6.95,8.83,8.11,No,Clear,0.93,No
2580,A320,6.72,8.37,6.92,0.32,Yes,Fog,6.1,Yes
2581,B737,3.95,1.55,6.72,2.6,Yes,Rain,9.73,No
2582,B737,7.96,6.91,2.1,8.88,Yes,Fog,0.83,No
2583,A380,0.24,5.59,2.3,1.65,Yes,Snow,4.98,Yes
2584,B787,9.63,0.82,5.75,8.34,Yes,Rain,2.97,Yes
2585,B787,6.98,0.97,0.8,7.7,Yes,Fog,8.73,No
2586,B787,9.54,5.34,8.14,7.35,Yes,Rain,8.51,No
2587,A320,6.35,6.94,3.01,5.76,No,Clear,1.78,Yes
2588,B737,0.14,2.05,1.48,2.44,No,Fog,6.85,No
2589,A380,6.82,0.34,3.34,5.02,No,Fog,5.41,Yes
2590,A350,5.0,2.05,3.68,6.41,Yes,Rain,8.49,No
2591,A320,0.89,3.36,6.28,6.4,No,Fog,1.05,Yes
2592,B787,9.45,1.49,0.93,5.07,No,Rain,4.88,No
2593,A380,3.39,6.89,8.45,8.1,Yes,Thunderstorm,7.99,No
2594,A320,7.39,0.07,7.98,8.78,No,Snow,2.16,Yes
2595,B787,4.95,0.16,5.47,8.87,No,Fog,5.81,Yes
2596,A380,0.5,7.92,9.37,5.4,No,Snow,5.01,No
2597,A320,8.83,8.4,9.02,4.93,No,Fog,9.97,Yes
2598,A320,6.77,0.59,1.01,8.4,Yes,Rain,1.03,No
2599,B737,2.97,2.48,9.99,6.25,Yes,Clear,9.76,No
2600,A320,1.43,2.8,1.66,6.92,No,Thunderstorm,6.76,Yes
2601,A320,4.98,1.17,3.27,6.3,No,Snow,5.75,Yes
2602,B737,6.52,0.3,8.47,5.44,No,Rain,1.6,No
2603,B737,6.38,1.94,6.09,0.95,Yes,Fog,6.96,Yes
2604,A350,5.53,1.75,7.16,2.48,Yes,Rain,2.9,Yes
2605,B787,2.87,3.59,3.86,0.49,No,Thunderstorm,3.88,No
2606,A350,8.35,6.7,7.54,7.51,No,Snow,3.33,Yes
2607,A350,9.16,2.69,7.67,7.96,Yes,Rain,3.99,Yes
2608,B787,7.75,7.96,2.69,6.08,No,Clear,1.99,No
2609,A380,6.21,1.57,9.75,2.74,Yes,Clear,7.34,No
2610,A380,0.07,4.5,1.17,0.71,Yes,Rain,8.26,Yes
2611,B737,2.11,4.56,2.94,0.4,No,Rain,0.48,Yes
2612,A380,3.99,2.1,8.27,6.95,Yes,Snow,6.79,No
2613,A380,4.69,7.78,2.38,5.38,No,Clear,1.31,Yes
2614,B787,1.71,2.19,2.01,7.16,No,Thunderstorm,2.02,No
2615,A380,8.78,6.12,6.66,9.43,No,Fog,0.73,Yes
2616,A350,9.65,0.63,5.76,0.2,No,Clear,5.27,No
2617,A380,4.34,0.42,4.97,4.58,Yes,Thunderstorm,7.53,Yes
2618,A380,8.62,3.28,9.46,8.91,Yes,Rain,5.61,No
2619,B787,7.08,4.88,2.61,3.55,Yes,Rain,8.05,No
2620,B787,9.7,3.61,7.68,1.6,No,Fog,4.99,No
2621,B737,8.57,2.52,3.14,6.28,No,Thunderstorm,3.32,No
2622,A380,9.44,2.37,6.09,8.58,Yes,Rain,7.49,Yes
2623,A380,1.8,1.12,2.99,6.92,No,Clear,7.01,No
2624,A350,6.5,6.23,8.78,8.88,No,Fog,8.83,Yes
2625,A380,8.65,6.9,1.91,1.87,Yes,Clear,5.85,Yes
2626,A350,1.37,2.98,9.29,2.28,No,Rain,8.03,Yes
2627,B737,3.71,8.17,3.76,2.34,Yes,Snow,4.74,Yes
2628,A320,5.7,1.16,1.67,5.9,Yes,Clear,6.87,No
2629,B787,9.47,5.87,9.73,7.27,Yes,Fog,4.15,No
2630,B737,2.96,0.06,2.13,5.6,Yes,Fog,8.24,No
2631,A380,7.1,2.84,6.75,4.2,Yes,Rain,9.01,Yes
2632,B737,2.3,6.39,7.14,3.66,Yes,Clear,6.65,No
2633,A380,8.23,0.3,3.89,7.62,No,Thunderstorm,3.31,No
2634,B737,3.14,6.38,1.78,2.38,No,Thunderstorm,5.68,Yes
2635,B737,4.27,6.87,8.03,1.51,No,Snow,7.93,Yes
2636,B737,7.69,8.11,4.11,2.83,No,Clear,2.49,Yes
2637,A320,0.18,6.23,1.34,1.85,Yes,Snow,4.55,No
2638,B737,6.49,7.53,5.07,0.52,Yes,Fog,5.09,No
2639,A320,5.81,8.16,3.73,6.74,No,Fog,5.44,No
2640,A320,1.04,5.69,4.83,9.3,Yes,Fog,4.55,No
2641,A380,9.11,3.8,4.4,2.32,No,Clear,7.51,Yes
2642,A380,8.27,1.89,1.07,0.75,Yes,Rain,6.39,No
2643,A380,2.82,0.21,1.29,0.34,Yes,Rain,5.24,No
2644,B737,8.14,8.86,8.45,1.81,Yes,Clear,9.42,No
2645,A380,1.58,7.49,0.01,6.17,Yes,Fog,0.51,Yes
2646,A320,1.01,2.65,4.25,4.84,No,Thunderstorm,3.32,No
2647,B737,6.01,4.19,3.29,7.19,Yes,Rain,4.77,No
2648,B737,5.77,2.66,1.23,2.93,No,Rain,5.41,Yes
2649,A380,1.04,9.77,1.64,1.35,No,Clear,2.44,Yes
2650,A350,0.37,6.52,7.04,2.19,Yes,Snow,1.77,No
2651,A380,7.13,2.21,9.69,3.19,Yes,Snow,6.65,Yes
2652,A380,8.84,9.34,8.89,1.07,Yes,Thunderstorm,4.27,No
2653,A320,3.91,0.07,8.29,4.01,No,Snow,1.0,No
2654,A350,4.67,2.61,5.23,1.56,Yes,Thunderstorm,0.5,Yes
2655,B737,0.02,6.02,8.29,5.42,Yes,Thunderstorm,4.12,Yes
2656,B787,8.04,3.47,6.71,8.03,No,Rain,8.72,No
2657,A350,8.48,6.4,9.24,6.33,Yes,Thunderstorm,7.45,Yes
2658,B787,6.47,9.49,9.15,0.42,No,Fog,4.27,Yes
2659,B787,5.35,3.54,7.79,9.61,No,Clear,9.35,Yes
2660,B787,9.13,9.67,9.19,4.3,No,Snow,0.18,No
2661,A320,7.29,5.28,1.85,0.56,No,Thunderstorm,2.53,No
2662,B787,7.62,3.77,5.49,1.91,No,Snow,6.36,No
2663,A380,0.95,2.34,8.93,7.17,No,Snow,1.32,No
2664,A320,6.21,5.19,0.68,0.74,No,Thunderstorm,2.67,No
2665,B737,8.14,2.26,6.13,9.05,No,Snow,0.41,No
2666,B737,0.6,1.69,8.92,6.63,No,Snow,1.12,No
2667,B787,5.01,6.75,7.81,2.45,Yes,Snow,8.5,No
2668,A320,8.7,4.04,3.42,6.21,Yes,Thunderstorm,7.94,No
2669,B737,3.83,9.82,0.01,3.85,No,Rain,2.48,No
2670,A320,1.69,2.26,8.25,6.67,Yes,Fog,3.97,Yes
2671,B787,0.77,0.33,5.77,6.1,Yes,Thunderstorm,1.1,No
2672,A350,3.47,7.97,2.11,0.61,No,Thunderstorm,5.13,Yes
2673,A320,5.97,4.6,0.71,5.2,Yes,Rain,5.31,Yes
2674,A380,2.54,3.37,6.46,4.59,Yes,Snow,5.54,Yes
2675,B787,6.74,1.65,6.03,4.18,Yes,Thunderstorm,2.36,No
2676,A380,2.91,4.91,3.82,3.75,No,Fog,9.3,Yes
2677,B787,9.82,0.03,7.72,4.46,No,Rain,9.85,No
2678,A350,8.94,2.63,7.47,6.65,No,Snow,5.32,Yes
2679,B787,4.23,7.28,7.51,7.85,No,Clear,5.3,No
2680,A380,7.19,0.12,0.13,6.16,Yes,Fog,2.02,No
2681,A350,6.12,6.62,8.85,0.25,Yes,Thunderstorm,1.1,Yes
2682,B737,8.37,7.8,9.23,2.62,No,Snow,6.63,Yes
2683,A380,6.2,5.37,8.88,0.93,Yes,Rain,4.92,Yes
2684,B787,9.87,7.18,2.96,1.25,No,Snow,9.55,No
2685,B737,9.22,4.71,8.3,0.13,Yes,Rain,0.09,No
2686,B787,9.28,1.85,8.01,1.02,Yes,Thunderstorm,4.8,Yes
2687,B737,8.35,5.3,7.06,9.79,No,Snow,8.31,Yes
2688,B737,5.6,3.2,5.43,6.03,Yes,Thunderstorm,1.14,No
2689,A350,0.33,6.44,2.78,0.2,Yes,Fog,2.06,No
2690,B787,2.33,6.22,7.99,7.69,No,Fog,1.41,No
2691,A350,7.98,7.62,5.25,7.53,No,Rain,2.4,No
2692,A350,6.81,4.49,9.32,8.59,Yes,Snow,1.66,Yes
2693,B737,3.75,4.58,0.24,9.87,Yes,Snow,4.99,No
2694,B787,4.69,6.24,3.99,6.29,Yes,Clear,1.84,Yes
2695,A380,2.78,3.83,2.6,4.95,No,Snow,0.29,No
2696,A380,3.36,6.94,2.02,4.85,No,Snow,6.89,No
2697,B737,0.34,2.29,7.89,2.41,No,Snow,4.12,No
2698,A380,7.86,1.36,1.62,8.19,Yes,Rain,5.15,No
2699,B737,6.03,1.03,8.55,8.86,Yes,Clear,2.7,No
2700,A320,6.43,9.3,4.94,4.4,Yes,Snow,0.17,Yes
2701,B737,3.94,7.02,8.17,1.14,Yes,Thunderstorm,7.79,Yes
2702,A350,8.32,5.54,1.64,3.94,Yes,Clear,8.92,No
2703,B737,0.75,3.98,0.74,4.37,Yes,Snow,3.71,Yes
2704,B787,1.82,4.65,8.21,3.28,Yes,Thunderstorm,7.65,Yes
2705,B787,0.04,8.78,7.01,8.79,Yes,Rain,1.62,No
2706,A350,3.05,8.74,6.78,3.3,Yes,Fog,9.78,Yes
2707,A350,4.17,6.94,0.39,5.17,No,Rain,1.02,No
2708,B737,6.35,5.32,7.49,0.89,No,Fog,5.95,No
2709,A350,3.01,1.42,2.42,6.95,Yes,Fog,7.64,Yes
2710,B787,5.73,1.19,9.77,5.07,Yes,Fog,1.12,No
2711,B787,1.55,0.15,9.67,5.57,Yes,Clear,0.79,No
2712,A380,5.92,7.74,6.22,1.73,No,Fog,4.68,No
2713,B787,4.92,8.96,6.46,7.6,No,Snow,7.13,Yes
2714,B737,6.43,5.92,2.84,0.09,Yes,Rain,1.61,No
2715,A320,6.39,5.57,3.4,7.45,No,Snow,5.11,Yes
2716,A380,4.89,7.47,6.11,4.17,No,Fog,0.96,No
2717,A380,9.33,2.55,2.03,6.73,Yes,Clear,8.5,Yes
2718,A350,2.57,1.26,1.68,5.41,Yes,Rain,3.04,No
2719,A350,9.85,8.13,9.07,8.41,No,Rain,6.64,No
2720,B737,2.64,7.71,8.51,9.23,Yes,Fog,2.0,No
2721,A380,8.22,6.61,2.25,2.64,Yes,Fog,5.48,No
2722,B787,2.82,9.49,3.2,2.14,Yes,Clear,2.77,Yes
2723,A380,9.82,8.1,6.82,0.26,Yes,Fog,9.95,Yes
2724,A320,9.34,1.38,3.8,5.32,Yes,Clear,0.98,Yes
2725,A380,2.42,4.98,5.72,9.89,No,Thunderstorm,7.02,Yes
2726,B787,3.85,7.66,9.1,6.02,Yes,Clear,2.04,No
2727,A380,0.44,4.16,1.54,1.55,Yes,Fog,9.65,Yes
2728,B737,2.46,5.87,0.88,6.38,No,Clear,3.12,No
2729,B737,7.14,7.52,0.41,9.37,Yes,Clear,9.07,Yes
2730,B737,5.82,8.72,6.97,6.14,Yes,Clear,4.22,No
2731,B787,9.49,3.66,7.08,9.0,Yes,Fog,6.54,Yes
2732,A380,6.06,3.25,9.3,9.09,No,Thunderstorm,0.44,Yes
2733,A320,9.68,5.41,5.55,9.83,Yes,Clear,3.52,Yes
2734,B787,6.13,7.29,7.07,4.09,Yes,Clear,3.56,Yes
2735,A350,3.36,1.6,5.81,1.59,No,Rain,3.78,Yes
2736,A380,7.58,1.85,4.2,5.07,Yes,Rain,3.89,Yes
2737,A380,8.66,3.79,2.07,4.83,No,Thunderstorm,9.33,Yes
2738,A380,0.7,8.54,1.75,1.16,Yes,Rain,3.87,Yes
2739,B787,8.35,0.56,0.22,4.82,Yes,Clear,6.83,No
2740,A350,3.76,2.26,6.09,9.09,No,Snow,3.85,No
2741,A380,3.45,4.0,1.62,4.7,Yes,Fog,0.08,No
2742,A350,0.95,9.53,3.46,7.26,Yes,Fog,3.32,No
2743,A320,6.94,5.41,1.05,8.98,Yes,Snow,6.18,No
2744,A350,9.41,8.46,6.24,6.25,Yes,Snow,9.3,No
2745,A350,7.81,2.19,8.96,0.51,No,Rain,2.6,No
2746,A320,3.13,2.29,4.54,8.03,No,Rain,8.5,No
2747,B787,0.22,3.08,5.67,5.56,Yes,Fog,8.32,Yes
2748,B787,0.76,7.46,3.9,0.3,Yes,Clear,4.09,No
2749,A350,7.19,7.19,7.78,2.88,Yes,Snow,6.66,No
2750,A320,4.87,0.56,8.92,4.92,Yes,Snow,1.16,Yes
2751,A380,8.99,1.89,3.8,7.24,No,Snow,3.41,Yes
2752,A320,8.81,6.47,7.59,0.03,No,Rain,0.14,No
2753,A380,3.29,2.83,5.69,9.01,Yes,Snow,2.5,Yes
2754,A350,1.99,5.0,3.33,4.02,No,Clear,8.73,Yes
