Flight ID,Origin,Destination,Route Distance (km),Waypoints (List),Traffic (Intersecting Flights),Tailwind (knots),Headwind (knots),Jet Stream Impact,Restrictions (Details),Drones/Air Taxis,Bird Movement,Airspace Density,Seasonal Pattern,Fuel Cost (Segment),Historical Delay (mins)
FL2233,DEL,MAA,793,"[{""lat"": 47.3815, ""long"": -146.2475, ""alt"": 10000, ""time"": ""13:20""}, {""lat"": -85.8168, ""long"": 68.7732, ""alt"": 25000, ""time"": ""8:41""}, {""lat"": -43.2131, ""long"": 147.3898, ""alt"": 25000, ""time"": ""11:20""}, {""lat"": -63.0509, ""long"": -59.7392, ""alt"": 10000, ""time"": ""19:36""}, {""lat"": 70.5855, ""long"": 149.3532, ""alt"": 25000, ""time"": ""23:38""}, {""lat"": -86.0004, ""long"": 27.243, ""alt"": 10000, ""time"": ""22:12""}, {""lat"": -79.7819, ""long"": -136.3746, ""alt"": 30000, ""time"": ""8:07""}, {""lat"": -14.6192, ""long"": -127.884, ""alt"": 10000, ""time"": ""1:13""}, {""lat"": 48.9227, ""long"": 172.3189, ""alt"": 30000, ""time"": ""3:59""}, {""lat"": -20.4514, ""long"": 169.7977, ""alt"": 25000, ""time"": ""23:34""}, {""lat"": 52.1754, ""long"": -5.4203, ""alt"": 30000, ""time"": ""0:55""}, {""lat"": -8.3169, ""long"": 8.2989, ""alt"": 25000, ""time"": ""10:18""}, {""lat"": -40.3371, ""long"": 62.5645, ""alt"": 20000, ""time"": ""7:46""}, {""lat"": -1.6263, ""long"": 33.0903, ""alt"": 15000, ""time"": ""11:55""}]","[{""flight_id"": ""INT5698"", ""alt"": 25000, ""time"": ""12:55"", ""wp"": ""WP2""}, {""flight_id"": ""INT8044"", ""alt"": 25000, ""time"": ""5:57"", ""wp"": ""WP3""}, {""flight_id"": ""INT8939"", ""alt"": 25000, ""time"": ""11:13"", ""wp"": ""WP4""}, {""flight_id"": ""INT4289"", ""alt"": 25000, ""time"": ""15:55"", ""wp"": ""WP3""}]",17,18,Negative,"[{""type"": ""War Zone"", ""wp"": ""WP4""}]","[{""alt"": 191, ""time"": ""19:00""}]","[{""zone"": ""Near Airport"", ""alt"": [2243, 3914], ""time_range"": ""10:26-18:37""}]",High,Summer,0.59,30
FL2234,BLR,VGA,1253,"[{""lat"": 58.7706, ""long"": -53.3731, ""alt"": 10000, ""time"": ""8:18""}, {""lat"": 82.0559, ""long"": -4.125, ""alt"": 20000, ""time"": ""7:47""}, {""lat"": 64.2623, ""long"": -6.9423, ""alt"": 20000, ""time"": ""1:53""}, {""lat"": 12.302, ""long"": 125.3781, ""alt"": 20000, ""time"": ""22:05""}, {""lat"": -41.2886, ""long"": -57.283, ""alt"": 25000, ""time"": ""17:34""}, {""lat"": -73.8267, ""long"": -161.0238, ""alt"": 15000, ""time"": ""1:47""}]","[{""flight_id"": ""INT9448"", ""alt"": 25000, ""time"": ""15:17"", ""wp"": ""WP4""}, {""flight_id"": ""INT9800"", ""alt"": 25000, ""time"": ""15:04"", ""wp"": ""WP1""}, {""flight_id"": ""INT2276"", ""alt"": 25000, ""time"": ""20:54"", ""wp"": ""WP1""}]",22,6,Positive,"[{""type"": ""Govt"", ""wp"": ""WP4""}]",[],"[{""zone"": ""Near Airport"", ""alt"": [1849, 3740], ""time_range"": ""10:02-20:00""}]",Medium,Winter,0.61,10
FL2235,BLR,VGA,219,"[{""lat"": 84.2907, ""long"": -177.2616, ""alt"": 25000, ""time"": ""16:41""}, {""lat"": 24.5089, ""long"": -47.3825, ""alt"": 30000, ""time"": ""17:40""}, {""lat"": 38.487, ""long"": -80.6906, ""alt"": 30000, ""time"": ""20:49""}, {""lat"": 84.1936, ""long"": 147.3879, ""alt"": 30000, ""time"": ""20:26""}, {""lat"": -71.7011, ""long"": 32.68, ""alt"": 30000, ""time"": ""19:44""}, {""lat"": -0.5523, ""long"": -57.6539, ""alt"": 10000, ""time"": ""17:32""}, {""lat"": -15.952, ""long"": 92.6464, ""alt"": 15000, ""time"": ""22:01""}, {""lat"": -86.3705, ""long"": -71.6871, ""alt"": 20000, ""time"": ""9:08""}, {""lat"": -57.0491, ""long"": -92.8317, ""alt"": 10000, ""time"": ""2:19""}, {""lat"": -8.8963, ""long"": -157.8198, ""alt"": 15000, ""time"": ""16:43""}, {""lat"": 8.7883, ""long"": 175.7712, ""alt"": 10000, ""time"": ""9:32""}, {""lat"": 88.3061, ""long"": 173.2053, ""alt"": 25000, ""time"": ""15:17""}, {""lat"": -51.5535, ""long"": -177.7925, ""alt"": 10000, ""time"": ""3:54""}, {""lat"": -77.2099, ""long"": 174.4978, ""alt"": 15000, ""time"": ""17:09""}]","[{""flight_id"": ""INT9864"", ""alt"": 25000, ""time"": ""2:35"", ""wp"": ""WP3""}, {""flight_id"": ""INT6599"", ""alt"": 25000, ""time"": ""4:18"", ""wp"": ""WP3""}]",18,28,Negative,"[{""type"": ""Govt"", ""wp"": ""WP1""}, {""type"": ""Govt"", ""wp"": ""WP4""}]","[{""alt"": 297, ""time"": ""20:19""}]","[{""zone"": ""Near Airport"", ""alt"": [1165, 4594], ""time_range"": ""10:24-19:46""}]",Medium,Winter,0.75,18
FL2236,HYD,MAA,1110,"[{""lat"": -70.5484, ""long"": -16.5397, ""alt"": 30000, ""time"": ""14:12""}, {""lat"": -75.1913, ""long"": 179.665, ""alt"": 15000, ""time"": ""7:23""}, {""lat"": 38.5346, ""long"": 110.4197, ""alt"": 20000, ""time"": ""2:32""}, {""lat"": 54.5536, ""long"": -166.3, ""alt"": 20000, ""time"": ""20:59""}, {""lat"": -60.4519, ""long"": 175.4606, ""alt"": 10000, ""time"": ""18:47""}, {""lat"": -7.2996, ""long"": -76.8817, ""alt"": 20000, ""time"": ""11:32""}, {""lat"": -77.4074, ""long"": 119.2827, ""alt"": 30000, ""time"": ""13:46""}, {""lat"": 58.4281, ""long"": 171.0975, ""alt"": 10000, ""time"": ""21:48""}]","[{""flight_id"": ""INT9496"", ""alt"": 20000, ""time"": ""10:06"", ""wp"": ""WP2""}, {""flight_id"": ""INT5660"", ""alt"": 10000, ""time"": ""10:39"", ""wp"": ""WP2""}, {""flight_id"": ""INT1717"", ""alt"": 15000, ""time"": ""7:32"", ""wp"": ""WP4""}]",21,17,Positive,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP4""}]","[{""alt"": 314, ""time"": ""19:30""}, {""alt"": 227, ""time"": ""8:15""}]","[{""zone"": ""City Area"", ""alt"": [1580, 3306], ""time_range"": ""7:45-20:55""}]",Low,Summer,0.73,25
FL2237,DEL,BLR,662,"[{""lat"": 26.6483, ""long"": 80.9615, ""alt"": 20000, ""time"": ""23:28""}, {""lat"": -15.8909, ""long"": -122.2173, ""alt"": 25000, ""time"": ""2:46""}, {""lat"": -26.7947, ""long"": 6.1807, ""alt"": 30000, ""time"": ""1:58""}, {""lat"": 84.7403, ""long"": -49.5188, ""alt"": 25000, ""time"": ""13:17""}, {""lat"": 8.9938, ""long"": 27.5925, ""alt"": 20000, ""time"": ""18:49""}]","[{""flight_id"": ""INT3843"", ""alt"": 10000, ""time"": ""9:44"", ""wp"": ""WP3""}, {""flight_id"": ""INT4488"", ""alt"": 25000, ""time"": ""20:49"", ""wp"": ""WP3""}, {""flight_id"": ""INT9847"", ""alt"": 15000, ""time"": ""7:28"", ""wp"": ""WP2""}, {""flight_id"": ""INT2852"", ""alt"": 25000, ""time"": ""15:58"", ""wp"": ""WP3""}, {""flight_id"": ""INT8479"", ""alt"": 10000, ""time"": ""6:08"", ""wp"": ""WP1""}]",6,22,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP4""}, {""type"": ""Govt"", ""wp"": ""WP1""}, {""type"": ""Govt"", ""wp"": ""WP1""}]","[{""alt"": 298, ""time"": ""9:59""}]","[{""zone"": ""Near Airport"", ""alt"": [2402, 3514], ""time_range"": ""9:06-19:03""}]",High,Winter,0.43,15
FL2238,VGA,DEL,1278,"[{""lat"": 74.0309, ""long"": -10.6929, ""alt"": 25000, ""time"": ""2:03""}, {""lat"": -51.7298, ""long"": -42.5437, ""alt"": 10000, ""time"": ""7:39""}, {""lat"": 62.8543, ""long"": -59.0945, ""alt"": 10000, ""time"": ""15:03""}, {""lat"": 86.6634, ""long"": 96.2627, ""alt"": 30000, ""time"": ""21:56""}, {""lat"": -43.2041, ""long"": -55.085, ""alt"": 15000, ""time"": ""5:49""}, {""lat"": -22.5063, ""long"": 169.3056, ""alt"": 25000, ""time"": ""4:11""}, {""lat"": 2.1391, ""long"": 66.9771, ""alt"": 30000, ""time"": ""15:30""}, {""lat"": -62.2893, ""long"": 112.494, ""alt"": 10000, ""time"": ""7:50""}, {""lat"": 44.9958, ""long"": 9.7113, ""alt"": 10000, ""time"": ""18:18""}, {""lat"": -68.1497, ""long"": 163.8824, ""alt"": 10000, ""time"": ""9:07""}, {""lat"": 0.8701, ""long"": -20.8045, ""alt"": 15000, ""time"": ""23:41""}]","[{""flight_id"": ""INT3841"", ""alt"": 20000, ""time"": ""15:20"", ""wp"": ""WP3""}, {""flight_id"": ""INT3710"", ""alt"": 15000, ""time"": ""23:56"", ""wp"": ""WP4""}, {""flight_id"": ""INT4091"", ""alt"": 15000, ""time"": ""21:22"", ""wp"": ""WP4""}]",22,6,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP3""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP4""}, {""type"": ""Govt"", ""wp"": ""WP3""}]","[{""alt"": 211, ""time"": ""6:40""}]","[{""zone"": ""City Area"", ""alt"": [2467, 3934], ""time_range"": ""10:16-19:56""}]",Low,Winter,0.44,13
FL2239,BOM,DEL,1032,"[{""lat"": -49.0016, ""long"": 42.8774, ""alt"": 30000, ""time"": ""11:34""}, {""lat"": 46.4122, ""long"": 167.5055, ""alt"": 25000, ""time"": ""12:27""}, {""lat"": -40.1596, ""long"": -8.4088, ""alt"": 15000, ""time"": ""2:18""}, {""lat"": -77.3148, ""long"": -165.4989, ""alt"": 15000, ""time"": ""15:43""}, {""lat"": 27.5083, ""long"": -133.7369, ""alt"": 15000, ""time"": ""17:53""}, {""lat"": 76.3985, ""long"": 152.0205, ""alt"": 25000, ""time"": ""7:42""}, {""lat"": 58.6353, ""long"": -31.4456, ""alt"": 25000, ""time"": ""9:39""}, {""lat"": -66.9462, ""long"": 150.3901, ""alt"": 20000, ""time"": ""14:30""}, {""lat"": -5.4839, ""long"": -76.5251, ""alt"": 15000, ""time"": ""4:56""}, {""lat"": 72.3114, ""long"": -159.977, ""alt"": 15000, ""time"": ""19:24""}, {""lat"": -88.288, ""long"": -31.4203, ""alt"": 15000, ""time"": ""20:09""}, {""lat"": 1.9943, ""long"": 121.7364, ""alt"": 20000, ""time"": ""13:07""}]","[{""flight_id"": ""INT5792"", ""alt"": 10000, ""time"": ""14:50"", ""wp"": ""WP3""}, {""flight_id"": ""INT2579"", ""alt"": 10000, ""time"": ""18:03"", ""wp"": ""WP1""}, {""flight_id"": ""INT5807"", ""alt"": 10000, ""time"": ""6:29"", ""wp"": ""WP2""}]",14,5,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP5""}, {""type"": ""War Zone"", ""wp"": ""WP3""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP5""}]","[{""alt"": 419, ""time"": ""15:56""}, {""alt"": 425, ""time"": ""16:07""}]","[{""zone"": ""City Area"", ""alt"": [1590, 4892], ""time_range"": ""7:56-20:38""}]",High,Summer,0.41,1
FL2240,HYD,BOM,1163,"[{""lat"": 89.8398, ""long"": -131.5966, ""alt"": 30000, ""time"": ""19:24""}, {""lat"": 48.3738, ""long"": 127.765, ""alt"": 20000, ""time"": ""1:26""}, {""lat"": -87.3046, ""long"": -21.554, ""alt"": 15000, ""time"": ""10:19""}, {""lat"": -63.3139, ""long"": 13.2898, ""alt"": 20000, ""time"": ""1:46""}, {""lat"": 53.0147, ""long"": 12.2778, ""alt"": 15000, ""time"": ""22:35""}, {""lat"": 16.1231, ""long"": 100.7551, ""alt"": 25000, ""time"": ""17:25""}, {""lat"": -12.2687, ""long"": -13.2331, ""alt"": 20000, ""time"": ""1:44""}]","[{""flight_id"": ""INT5943"", ""alt"": 15000, ""time"": ""3:03"", ""wp"": ""WP2""}, {""flight_id"": ""INT9888"", ""alt"": 20000, ""time"": ""12:11"", ""wp"": ""WP2""}, {""flight_id"": ""INT2095"", ""alt"": 10000, ""time"": ""8:19"", ""wp"": ""WP2""}]",10,26,No Impact,"[{""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP2""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP3""}]",[],"[{""zone"": ""City Area"", ""alt"": [1727, 4716], ""time_range"": ""9:51-21:53""}]",Low,Monsoon,0.69,16
FL2241,DEL,HYD,1027,"[{""lat"": -41.0177, ""long"": -25.6173, ""alt"": 25000, ""time"": ""8:38""}, {""lat"": 24.4097, ""long"": -4.6544, ""alt"": 30000, ""time"": ""3:52""}, {""lat"": 80.2489, ""long"": 114.0998, ""alt"": 10000, ""time"": ""12:28""}, {""lat"": 8.3153, ""long"": -26.8817, ""alt"": 10000, ""time"": ""14:18""}, {""lat"": -67.2081, ""long"": 135.3095, ""alt"": 15000, ""time"": ""2:30""}, {""lat"": 75.2862, ""long"": 96.0831, ""alt"": 30000, ""time"": ""4:17""}, {""lat"": 13.6232, ""long"": 142.3322, ""alt"": 25000, ""time"": ""23:34""}, {""lat"": 26.5467, ""long"": 99.5629, ""alt"": 30000, ""time"": ""22:56""}, {""lat"": 76.9371, ""long"": -148.7384, ""alt"": 20000, ""time"": ""13:57""}, {""lat"": 9.8726, ""long"": -39.3123, ""alt"": 30000, ""time"": ""1:14""}, {""lat"": -78.7164, ""long"": -114.921, ""alt"": 20000, ""time"": ""17:57""}, {""lat"": -40.9812, ""long"": 52.4767, ""alt"": 10000, ""time"": ""20:29""}]","[{""flight_id"": ""INT2862"", ""alt"": 10000, ""time"": ""12:15"", ""wp"": ""WP2""}]",7,23,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""War Zone"", ""wp"": ""WP1""}]","[{""alt"": 458, ""time"": ""19:22""}, {""alt"": 310, ""time"": ""7:58""}, {""alt"": 231, ""time"": ""2:40""}]","[{""zone"": ""City Area"", ""alt"": [2304, 3539], ""time_range"": ""7:47-22:29""}]",Low,Summer,0.67,16
FL2242,BOM,BLR,1217,"[{""lat"": 64.5477, ""long"": 123.3896, ""alt"": 25000, ""time"": ""13:49""}, {""lat"": 47.91, ""long"": 131.9351, ""alt"": 20000, ""time"": ""8:55""}, {""lat"": 31.0388, ""long"": -62.4012, ""alt"": 15000, ""time"": ""4:50""}, {""lat"": 40.1958, ""long"": 49.8298, ""alt"": 10000, ""time"": ""5:48""}, {""lat"": -69.137, ""long"": -28.3119, ""alt"": 15000, ""time"": ""12:33""}, {""lat"": 4.1368, ""long"": -91.1787, ""alt"": 15000, ""time"": ""2:20""}, {""lat"": 28.8261, ""long"": 125.2876, ""alt"": 25000, ""time"": ""0:25""}, {""lat"": 74.3654, ""long"": 17.0493, ""alt"": 10000, ""time"": ""9:29""}, {""lat"": -27.0596, ""long"": 164.1129, ""alt"": 10000, ""time"": ""16:17""}, {""lat"": -16.7333, ""long"": -44.8076, ""alt"": 20000, ""time"": ""5:00""}, {""lat"": 63.016, ""long"": -129.9384, ""alt"": 25000, ""time"": ""7:46""}]","[{""flight_id"": ""INT5932"", ""alt"": 10000, ""time"": ""11:21"", ""wp"": ""WP1""}, {""flight_id"": ""INT8515"", ""alt"": 10000, ""time"": ""10:05"", ""wp"": ""WP1""}, {""flight_id"": ""INT5592"", ""alt"": 25000, ""time"": ""18:43"", ""wp"": ""WP3""}, {""flight_id"": ""INT4434"", ""alt"": 15000, ""time"": ""2:21"", ""wp"": ""WP1""}, {""flight_id"": ""INT7042"", ""alt"": 10000, ""time"": ""10:41"", ""wp"": ""WP2""}]",1,26,Positive,"[{""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP1""}]","[{""alt"": 225, ""time"": ""23:05""}, {""alt"": 394, ""time"": ""22:28""}]","[{""zone"": ""Near Airport"", ""alt"": [2380, 5276], ""time_range"": ""7:49-18:57""}]",Medium,Winter,0.75,11
FL2243,VGA,BLR,558,"[{""lat"": -0.781, ""long"": -37.72, ""alt"": 20000, ""time"": ""8:40""}, {""lat"": 74.0043, ""long"": -111.1863, ""alt"": 15000, ""time"": ""19:53""}, {""lat"": -42.9964, ""long"": -162.9451, ""alt"": 30000, ""time"": ""5:28""}, {""lat"": 73.8643, ""long"": -104.2674, ""alt"": 30000, ""time"": ""4:50""}, {""lat"": -8.9271, ""long"": 136.7373, ""alt"": 25000, ""time"": ""1:36""}, {""lat"": -51.1683, ""long"": 104.1228, ""alt"": 20000, ""time"": ""3:35""}]","[{""flight_id"": ""INT6937"", ""alt"": 15000, ""time"": ""10:27"", ""wp"": ""WP3""}, {""flight_id"": ""INT7439"", ""alt"": 10000, ""time"": ""12:37"", ""wp"": ""WP4""}, {""flight_id"": ""INT7533"", ""alt"": 25000, ""time"": ""9:26"", ""wp"": ""WP4""}, {""flight_id"": ""INT2517"", ""alt"": 10000, ""time"": ""23:14"", ""wp"": ""WP2""}]",4,6,Positive,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP5""}, {""type"": ""War Zone"", ""wp"": ""WP5""}]","[{""alt"": 218, ""time"": ""17:11""}]","[{""zone"": ""City Area"", ""alt"": [1958, 3619], ""time_range"": ""9:17-18:32""}]",Medium,Winter,0.76,30
FL2244,HYD,BLR,506,"[{""lat"": -40.9971, ""long"": -83.9918, ""alt"": 15000, ""time"": ""6:35""}, {""lat"": 17.9026, ""long"": -65.4983, ""alt"": 30000, ""time"": ""9:22""}, {""lat"": -13.7029, ""long"": 66.8738, ""alt"": 25000, ""time"": ""3:01""}, {""lat"": -2.3288, ""long"": 76.3925, ""alt"": 25000, ""time"": ""5:45""}, {""lat"": 83.4816, ""long"": 2.7373, ""alt"": 10000, ""time"": ""7:21""}, {""lat"": 12.9842, ""long"": 105.2568, ""alt"": 20000, ""time"": ""21:57""}, {""lat"": 85.3064, ""long"": -149.2189, ""alt"": 15000, ""time"": ""5:29""}, {""lat"": -81.8623, ""long"": -84.5102, ""alt"": 25000, ""time"": ""6:17""}, {""lat"": 20.5525, ""long"": -59.5759, ""alt"": 20000, ""time"": ""14:55""}, {""lat"": -47.8414, ""long"": -108.2123, ""alt"": 20000, ""time"": ""1:32""}, {""lat"": 10.9959, ""long"": -171.8105, ""alt"": 10000, ""time"": ""21:31""}]","[{""flight_id"": ""INT9830"", ""alt"": 25000, ""time"": ""3:29"", ""wp"": ""WP1""}, {""flight_id"": ""INT2183"", ""alt"": 20000, ""time"": ""5:22"", ""wp"": ""WP3""}]",22,19,Positive,"[{""type"": ""War Zone"", ""wp"": ""WP4""}]","[{""alt"": 428, ""time"": ""23:08""}, {""alt"": 250, ""time"": ""2:28""}, {""alt"": 492, ""time"": ""3:34""}]","[{""zone"": ""Near Airport"", ""alt"": [2888, 3925], ""time_range"": ""8:49-19:53""}]",Low,Winter,0.4,18
FL2245,HYD,BLR,1482,"[{""lat"": 15.7517, ""long"": -55.4473, ""alt"": 30000, ""time"": ""20:54""}, {""lat"": 59.6368, ""long"": 139.6917, ""alt"": 10000, ""time"": ""23:10""}, {""lat"": 29.71, ""long"": -171.7214, ""alt"": 20000, ""time"": ""22:50""}, {""lat"": -69.3804, ""long"": 14.3374, ""alt"": 10000, ""time"": ""14:13""}, {""lat"": -54.5246, ""long"": -139.7548, ""alt"": 20000, ""time"": ""16:25""}, {""lat"": -36.1274, ""long"": -62.9393, ""alt"": 30000, ""time"": ""7:48""}, {""lat"": 71.8725, ""long"": 116.8222, ""alt"": 10000, ""time"": ""19:11""}, {""lat"": 61.4644, ""long"": 70.2546, ""alt"": 20000, ""time"": ""22:08""}, {""lat"": 13.6108, ""long"": 60.141, ""alt"": 15000, ""time"": ""0:08""}, {""lat"": -62.0707, ""long"": 59.6299, ""alt"": 20000, ""time"": ""8:52""}, {""lat"": -17.7452, ""long"": -43.9839, ""alt"": 30000, ""time"": ""3:36""}, {""lat"": -38.0894, ""long"": -7.8247, ""alt"": 10000, ""time"": ""15:45""}]","[{""flight_id"": ""INT9462"", ""alt"": 10000, ""time"": ""2:37"", ""wp"": ""WP1""}, {""flight_id"": ""INT9616"", ""alt"": 20000, ""time"": ""6:03"", ""wp"": ""WP1""}, {""flight_id"": ""INT5027"", ""alt"": 10000, ""time"": ""15:21"", ""wp"": ""WP3""}, {""flight_id"": ""INT6685"", ""alt"": 25000, ""time"": ""3:05"", ""wp"": ""WP4""}, {""flight_id"": ""INT6272"", ""alt"": 25000, ""time"": ""22:21"", ""wp"": ""WP2""}]",1,30,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP1""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP2""}]","[{""alt"": 210, ""time"": ""7:49""}]","[{""zone"": ""Near Airport"", ""alt"": [1837, 3503], ""time_range"": ""8:14-19:56""}]",High,Summer,0.38,25
FL2246,DEL,BOM,450,"[{""lat"": 73.5613, ""long"": 138.6891, ""alt"": 30000, ""time"": ""3:51""}, {""lat"": 62.0512, ""long"": -74.2339, ""alt"": 25000, ""time"": ""12:12""}, {""lat"": 19.561, ""long"": -25.4301, ""alt"": 15000, ""time"": ""11:52""}, {""lat"": -71.286, ""long"": -47.2906, ""alt"": 25000, ""time"": ""6:19""}, {""lat"": -58.1246, ""long"": 45.4816, ""alt"": 30000, ""time"": ""17:13""}, {""lat"": 65.7481, ""long"": -106.6167, ""alt"": 30000, ""time"": ""5:25""}, {""lat"": -48.0509, ""long"": -148.4657, ""alt"": 30000, ""time"": ""8:59""}, {""lat"": 72.5664, ""long"": 66.7397, ""alt"": 30000, ""time"": ""15:52""}, {""lat"": -45.5216, ""long"": -64.5546, ""alt"": 20000, ""time"": ""5:19""}, {""lat"": 9.1363, ""long"": -22.9699, ""alt"": 10000, ""time"": ""11:07""}, {""lat"": -59.2384, ""long"": -176.203, ""alt"": 15000, ""time"": ""9:03""}, {""lat"": -85.8284, ""long"": -104.4537, ""alt"": 15000, ""time"": ""2:01""}, {""lat"": 38.0046, ""long"": 121.5947, ""alt"": 25000, ""time"": ""19:00""}, {""lat"": 86.8455, ""long"": 35.1526, ""alt"": 20000, ""time"": ""21:18""}]","[{""flight_id"": ""INT6634"", ""alt"": 20000, ""time"": ""4:09"", ""wp"": ""WP1""}, {""flight_id"": ""INT9565"", ""alt"": 10000, ""time"": ""4:19"", ""wp"": ""WP4""}, {""flight_id"": ""INT7562"", ""alt"": 15000, ""time"": ""19:13"", ""wp"": ""WP3""}, {""flight_id"": ""INT2142"", ""alt"": 15000, ""time"": ""13:55"", ""wp"": ""WP1""}]",1,19,Positive,"[{""type"": ""Govt"", ""wp"": ""WP5""}, {""type"": ""War Zone"", ""wp"": ""WP4""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP3""}]",[],"[{""zone"": ""Near Airport"", ""alt"": [2382, 4815], ""time_range"": ""9:30-21:24""}]",High,Monsoon,0.71,21
FL2247,VGA,DEL,1134,"[{""lat"": -61.6987, ""long"": 71.2539, ""alt"": 25000, ""time"": ""15:44""}, {""lat"": -45.6566, ""long"": -124.1628, ""alt"": 15000, ""time"": ""19:28""}, {""lat"": 13.1622, ""long"": 92.8231, ""alt"": 30000, ""time"": ""21:41""}, {""lat"": -61.8882, ""long"": 157.8624, ""alt"": 30000, ""time"": ""14:22""}, {""lat"": -16.9368, ""long"": 123.7053, ""alt"": 10000, ""time"": ""23:55""}, {""lat"": -16.2965, ""long"": -16.743, ""alt"": 25000, ""time"": ""15:54""}, {""lat"": -40.3152, ""long"": 143.2075, ""alt"": 20000, ""time"": ""1:05""}, {""lat"": 80.98, ""long"": 61.8927, ""alt"": 15000, ""time"": ""22:16""}, {""lat"": -2.8265, ""long"": 74.1176, ""alt"": 10000, ""time"": ""22:31""}]","[{""flight_id"": ""INT8611"", ""alt"": 10000, ""time"": ""9:54"", ""wp"": ""WP3""}, {""flight_id"": ""INT3944"", ""alt"": 10000, ""time"": ""15:18"", ""wp"": ""WP2""}, {""flight_id"": ""INT2889"", ""alt"": 25000, ""time"": ""8:22"", ""wp"": ""WP4""}, {""flight_id"": ""INT5324"", ""alt"": 25000, ""time"": ""11:02"", ""wp"": ""WP2""}, {""flight_id"": ""INT9823"", ""alt"": 10000, ""time"": ""23:32"", ""wp"": ""WP4""}]",0,30,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP3""}]",[],"[{""zone"": ""Near Airport"", ""alt"": [2206, 5682], ""time_range"": ""8:04-21:54""}]",Medium,Summer,0.7,20
FL2248,DEL,BLR,1251,"[{""lat"": -79.5132, ""long"": 148.3182, ""alt"": 10000, ""time"": ""17:13""}, {""lat"": -77.9647, ""long"": 175.4755, ""alt"": 15000, ""time"": ""1:14""}, {""lat"": -63.3462, ""long"": -96.6686, ""alt"": 30000, ""time"": ""19:08""}, {""lat"": -4.5333, ""long"": 72.9772, ""alt"": 10000, ""time"": ""10:12""}, {""lat"": 55.5035, ""long"": 96.0057, ""alt"": 15000, ""time"": ""4:45""}, {""lat"": 58.4674, ""long"": -46.1808, ""alt"": 20000, ""time"": ""3:31""}, {""lat"": -19.9722, ""long"": 160.5589, ""alt"": 10000, ""time"": ""2:50""}, {""lat"": -71.8991, ""long"": -123.8102, ""alt"": 20000, ""time"": ""13:34""}, {""lat"": -19.359, ""long"": 128.2245, ""alt"": 10000, ""time"": ""9:41""}, {""lat"": 87.0606, ""long"": -96.2126, ""alt"": 15000, ""time"": ""0:51""}, {""lat"": 69.3543, ""long"": -179.9203, ""alt"": 30000, ""time"": ""5:23""}]","[{""flight_id"": ""INT4587"", ""alt"": 10000, ""time"": ""14:36"", ""wp"": ""WP1""}, {""flight_id"": ""INT7868"", ""alt"": 10000, ""time"": ""5:44"", ""wp"": ""WP1""}, {""flight_id"": ""INT5673"", ""alt"": 25000, ""time"": ""12:24"", ""wp"": ""WP1""}, {""flight_id"": ""INT9865"", ""alt"": 15000, ""time"": ""5:40"", ""wp"": ""WP1""}]",27,15,Positive,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP4""}]","[{""alt"": 369, ""time"": ""10:57""}, {""alt"": 171, ""time"": ""21:05""}, {""alt"": 406, ""time"": ""9:01""}]","[{""zone"": ""City Area"", ""alt"": [2561, 4701], ""time_range"": ""7:25-21:31""}]",High,Winter,0.32,24
FL2249,VGA,BOM,230,"[{""lat"": 72.328, ""long"": 85.5675, ""alt"": 30000, ""time"": ""17:05""}, {""lat"": 5.0715, ""long"": 127.3965, ""alt"": 10000, ""time"": ""12:49""}, {""lat"": -73.6017, ""long"": -76.6936, ""alt"": 25000, ""time"": ""8:41""}, {""lat"": 18.1778, ""long"": 6.9706, ""alt"": 30000, ""time"": ""15:58""}, {""lat"": -10.2451, ""long"": -34.095, ""alt"": 20000, ""time"": ""7:23""}, {""lat"": -22.3386, ""long"": -96.5308, ""alt"": 15000, ""time"": ""14:32""}]","[{""flight_id"": ""INT9679"", ""alt"": 20000, ""time"": ""13:56"", ""wp"": ""WP2""}, {""flight_id"": ""INT1668"", ""alt"": 15000, ""time"": ""4:52"", ""wp"": ""WP4""}]",0,22,Positive,"[{""type"": ""War Zone"", ""wp"": ""WP4""}]",[],"[{""zone"": ""City Area"", ""alt"": [2103, 4953], ""time_range"": ""9:20-22:01""}]",Medium,Monsoon,0.41,5
