Pilot_ID,Flight_Hours,Training_Scores,Incident_Reports,Flight_Maneuver_Proficiency,Physiological_Data,Cognitive_Performance,Stress_Levels,Communication_Skills,Weather_Adaptability,Peer_Reviews,Simulator_Performance,Fatigue_Management,Final_Rating
1596,25,79,16,34,89,62,28,3,69,40,1,22,58.05
1597,25,91,62,84,41,30,4,43,74,80,50,87,64
1598,46,64,54,67,10,21,66,64,49,11,15,53,47.7
1599,31,99,22,47,72,5,73,78,79,1,10,22,57.05
1600,9,73,33,79,10,19,94,87,96,72,77,67,54.15
1601,15,63,68,94,65,84,74,30,87,75,95,45,61
1602,70,42,14,89,26,9,80,19,58,59,85,67,58.8
1603,16,16,46,61,57,82,39,9,95,24,68,93,49.3
1604,22,58,2,34,89,34,71,10,73,99,99,27,58.35
1605,25,22,82,69,71,25,1,81,62,60,86,94,51.8
1606,84,6,27,96,20,70,67,97,24,98,61,96,64.35
1607,85,43,2,20,20,36,61,27,9,21,18,49,51.15
1608,6,52,3,79,71,7,79,37,76,96,28,82,54
1609,13,70,87,38,0,4,57,79,0,55,41,62,36.1
1610,78,78,30,33,57,43,84,23,98,20,22,9,60.9
1611,6,33,44,14,12,99,68,38,13,54,59,88,40.1
1612,8,45,58,5,72,91,57,50,20,39,72,36,44.6
1613,47,67,44,65,91,66,34,75,57,50,17,12,64.45
1614,71,77,74,87,5,71,13,49,37,21,94,69,66.35
1615,58,77,36,55,86,78,14,6,0,27,100,29,67.7
1616,86,15,64,48,99,90,5,99,83,3,80,86,69.8
1617,92,70,8,91,57,48,15,80,4,25,54,99,78.55
1618,81,95,16,0,16,35,86,67,43,86,17,79,64
1619,94,18,64,64,72,79,94,52,95,59,26,71,62.95
1620,93,1,2,27,11,25,45,36,64,22,84,79,51.9
1621,38,9,25,99,85,44,62,96,56,40,0,10,51.7
1622,98,49,52,19,51,60,11,82,44,57,95,0,65.55
1623,17,80,30,47,75,43,40,53,59,7,13,85,56.75
1624,58,100,25,71,69,3,18,89,65,95,58,17,73.7
1625,16,11,22,64,72,75,75,54,94,50,77,99,54.25
1626,13,69,29,89,51,80,76,74,46,60,32,10,57.8
1627,30,21,9,50,36,57,1,30,25,0,35,83,47.2
1628,23,31,71,42,2,25,19,64,8,29,38,9,32.05
1629,98,83,88,48,97,94,94,99,50,91,75,47,79.7
1630,59,0,63,24,7,78,8,92,93,16,44,60,46.25
1631,44,53,21,73,9,97,20,88,7,22,24,9,56.7
1632,97,57,14,75,46,28,7,58,4,23,14,100,68.9
1633,2,69,55,40,40,8,38,46,38,85,19,59,42.95
1634,36,82,73,70,63,77,36,48,67,68,33,21,62.35
1635,42,17,19,63,41,35,28,17,39,88,57,74,51.15
1636,39,5,46,60,42,3,82,2,35,51,59,98,37.85
1637,89,44,86,11,8,58,34,17,20,70,77,8,48.6
1638,54,96,52,80,13,36,37,57,96,57,29,14,63.5
1639,86,22,52,68,100,87,89,70,25,21,12,82,62.95
1640,38,22,0,13,90,80,74,91,74,58,77,36,58.4
1641,14,25,1,33,95,12,99,80,84,43,92,69,50.15
1642,3,76,57,47,3,19,34,24,85,36,89,99,46.95
1643,92,6,18,60,1,16,67,17,55,33,66,43,47.85
1644,85,78,61,80,96,50,2,51,56,99,88,68,82.1
1645,24,43,77,34,84,90,11,42,58,56,90,2,53.35
1646,12,26,71,64,0,54,31,66,100,56,44,9,39.5
1647,81,25,11,58,74,32,46,88,6,39,39,76,61.6
1648,32,96,25,35,64,20,62,6,41,19,79,3,54.3
1649,15,78,26,78,45,80,25,73,12,100,37,55,63.9
1650,41,35,28,18,58,21,42,43,83,16,74,39,47.75
1651,65,54,14,41,74,24,76,43,78,51,92,32,62.3
1652,54,63,45,68,6,66,43,50,33,3,46,97,57.2
1653,98,90,0,18,65,90,37,82,99,62,87,99,89.5
1654,41,56,59,38,14,90,28,78,52,49,28,32,53.25
1655,33,68,91,68,71,11,54,84,45,81,33,59,53.5
1656,29,60,56,51,46,14,51,20,56,91,10,20,45.6
1657,12,1,2,11,89,83,18,36,60,49,19,68,46.4
1658,12,54,17,82,39,85,34,27,88,15,19,44,55.05
1659,17,96,51,46,41,1,47,31,55,71,72,56,53.2
1660,31,79,59,75,50,3,90,56,28,60,55,76,53.15
1661,95,86,33,35,34,44,59,40,91,43,22,39,68
1662,98,37,95,62,40,12,30,53,13,17,99,80,55.5
1663,38,79,92,75,84,54,2,26,67,49,90,63,65.15
1664,45,77,88,81,56,31,34,86,70,92,87,9,62.9
1665,28,28,59,50,37,21,87,73,12,79,24,73,39.8
1666,61,25,25,42,71,88,51,39,16,29,88,65,59.1
1667,92,34,71,33,95,90,70,40,28,48,32,84,63
1668,61,78,18,96,7,54,50,69,80,97,30,64,71.2
1669,56,66,21,48,73,16,55,23,99,93,73,29,64.1
1670,15,86,92,17,62,69,98,17,82,20,78,81,49.8
1671,55,28,32,60,86,50,20,73,89,21,0,34,57.85
1672,9,33,37,56,3,79,0,55,72,46,53,52,47.4
1673,29,96,34,92,47,7,52,14,1,24,15,38,53.2
1674,24,40,66,4,51,60,5,97,61,85,84,21,49.85
1675,83,40,82,88,37,96,97,71,19,55,58,66,62.1
1676,4,22,9,23,93,9,81,34,86,63,65,69,43.6
1677,64,70,90,92,86,97,61,26,81,27,2,99,69
1678,93,2,14,63,4,18,88,88,55,32,14,79,50.1
1679,48,57,10,58,84,13,78,2,89,65,31,66,59.25
1680,2,31,89,37,69,66,46,20,51,3,49,99,38.7
1681,44,30,23,32,80,54,95,38,24,79,90,74,54.6
1682,13,81,76,9,88,60,49,31,61,11,99,16,50.35
1683,29,42,95,36,23,55,81,49,16,16,98,18,36.9
1684,67,6,100,96,85,62,30,84,38,35,59,59,56.15
1685,17,0,3,86,76,86,63,8,9,15,87,71,49.25
1686,61,60,12,10,16,10,28,49,58,22,7,77,50.85
1687,36,13,72,23,77,46,14,0,24,71,6,89,41
1688,24,51,56,87,97,5,57,3,27,8,3,88,46.9
1689,47,95,97,70,89,33,22,3,89,77,93,50,67.4
1690,64,5,36,20,82,64,37,89,75,54,9,47,53.65
1691,52,9,47,19,25,98,40,33,60,72,59,56,48.7
1692,78,70,70,9,2,88,74,26,57,63,24,9,52.75
1693,72,89,0,88,1,63,14,14,43,46,41,31,70.45
1694,14,97,59,46,91,92,86,31,82,89,46,78,66.2
1695,48,29,11,99,1,86,2,40,22,99,95,67,63.95
1696,87,99,20,46,21,81,82,70,77,66,95,27,77.65
1697,67,20,10,14,70,77,0,60,16,9,31,3,53.45
1698,11,59,43,43,3,80,87,62,78,88,73,60,51
1699,58,80,57,61,37,65,74,60,84,3,72,76,64.25
1700,36,96,43,5,83,30,93,13,37,29,24,11,49.95
1701,60,73,77,100,69,82,10,22,29,10,88,14,66.65
1702,100,62,97,65,72,95,59,64,18,50,15,28,66.7
1703,42,41,33,75,51,61,64,31,31,18,48,86,54.5
1704,69,50,24,3,30,53,75,40,92,12,15,12,49.8
1705,38,63,3,22,25,91,3,25,85,56,93,37,63.35
1706,55,75,63,12,35,7,24,47,19,99,37,57,51.85
1707,62,55,89,80,25,41,71,72,63,2,4,34,49.3
1708,45,79,15,30,27,40,78,15,35,77,6,39,52.7
1709,87,40,9,15,4,58,42,30,64,73,76,75,61
1710,10,31,65,40,73,39,93,65,82,37,7,93,41.45
1711,61,14,34,89,17,21,39,31,42,26,32,4,44.1
1712,76,61,82,91,14,23,95,9,25,87,61,1,51.4
1713,97,26,5,0,56,37,98,24,6,79,73,29,54.05
1714,24,27,18,11,96,1,84,81,33,9,83,98,45.2
1715,70,80,58,100,4,40,94,97,35,52,31,9,60.1
1716,51,63,52,55,36,18,99,92,5,26,92,72,52.9
1717,3,58,7,49,85,1,90,44,36,6,0,80,43.8
1718,58,57,77,19,85,91,43,23,61,91,90,37,62.75
1719,71,1,9,65,21,95,71,2,85,89,19,58,55.7
1720,19,35,66,35,51,61,58,61,72,81,54,93,49.05
1721,92,70,37,78,14,82,22,78,59,12,62,34,72.25
1722,62,12,28,37,16,15,61,66,92,71,77,70,49.55
1723,53,14,14,21,50,93,22,54,63,90,78,11,57.1
1724,73,88,86,60,44,21,57,94,49,59,5,41,60.65
1725,97,86,22,49,62,13,54,9,51,13,51,97,70.15
1726,56,59,81,95,27,55,32,54,16,43,1,48,54.1
1727,89,21,45,58,58,64,76,21,59,69,92,66,62.05
1728,40,62,82,19,85,44,62,13,76,83,38,32,51
1729,2,89,27,35,20,53,59,72,80,27,31,12,49.45
1730,5,96,25,96,41,65,98,81,53,22,50,74,62
1731,4,74,9,14,80,85,60,7,9,11,68,19,50.3
1732,4,73,46,61,68,45,79,14,24,23,85,94,51.25
1733,53,24,3,2,81,32,75,14,17,50,91,32,48.05
1734,46,100,54,92,16,78,60,51,63,21,31,33,64.35
1735,86,47,65,90,67,49,94,69,78,61,92,49,68.45
1736,48,42,66,4,6,21,68,53,58,25,2,49,35.45
1737,8,37,6,55,88,39,88,75,26,85,61,8,49.95
1738,98,40,54,30,100,38,20,41,57,57,94,6,65.75
1739,19,44,79,85,39,40,2,18,60,70,12,8,44.4
1740,60,87,30,34,39,74,47,39,82,14,69,25,65.2
1741,34,39,73,70,42,67,9,68,78,93,20,1,52.75
1742,49,96,18,69,72,6,86,26,70,67,60,4,63.95
1743,81,16,27,25,82,84,80,73,42,5,13,65,56.7
1744,61,87,80,0,50,70,41,42,79,1,88,9,57.5
1745,16,100,27,82,72,3,98,51,87,30,70,30,59.7
1746,87,56,18,6,22,75,88,45,86,23,21,32,58.05
1747,2,1,100,35,94,90,65,13,10,34,31,5,28.9
1748,31,95,86,75,31,58,90,63,87,46,40,13,55.95
1749,98,61,19,83,30,80,45,60,4,30,31,77,72.05
1750,12,87,12,86,16,83,8,97,57,88,41,14,66.55
1751,88,8,76,24,57,94,48,57,38,71,51,96,57.35
1752,72,67,42,93,85,25,3,48,47,75,93,94,76.6
1753,67,80,10,58,34,30,59,78,93,1,80,80,69.25
1754,13,16,47,60,29,98,89,28,79,78,53,42,44.35
1755,100,49,14,28,63,72,95,25,19,58,61,78,67
1756,97,93,16,94,52,68,28,26,92,95,84,19,87.2
1757,10,39,53,17,50,51,85,66,80,62,89,20,42.9
1758,55,57,49,40,36,71,46,66,18,74,42,63,58.05
1759,66,74,27,18,89,20,76,34,59,16,2,28,56.15
1760,91,84,82,3,5,15,86,59,25,53,37,58,51.4
1761,28,20,3,64,33,50,62,60,78,20,80,72,51.4
1762,8,17,21,40,55,15,30,98,24,21,38,63,39.6
1763,66,54,85,14,95,17,50,69,14,96,69,92,57.6
1764,24,28,100,53,24,46,40,77,83,54,84,43,42.75
1765,97,23,38,63,12,55,35,89,93,28,44,33,60.8
1766,75,73,33,71,62,27,39,2,20,78,45,46,64.9
1767,41,16,96,14,65,81,94,32,46,20,12,8,34
1768,8,17,43,78,4,77,59,41,34,1,51,59,37.95
1769,78,41,41,49,74,55,14,12,43,41,8,29,58.45
1770,39,83,39,21,10,36,77,28,5,51,56,16,46.15
1771,24,100,96,17,87,15,98,8,100,37,68,51,50.4
1772,4,44,11,79,77,84,87,31,74,2,42,58,53.5
1773,10,81,1,1,93,64,29,21,22,24,6,3,51.25
1774,58,16,27,35,43,59,29,85,38,76,43,39,53.4
1775,97,72,73,19,98,60,26,57,72,87,43,95,75.6
1776,87,13,85,15,84,10,39,56,17,61,94,95,51.6
1777,78,48,80,66,68,74,77,97,99,94,67,6,67.3
1778,37,28,89,29,1,65,44,9,39,14,76,37,35.15
1779,71,94,66,54,39,31,74,24,35,69,43,31,60.2
1780,4,3,70,65,36,18,46,61,27,9,78,68,31.15
1781,47,81,71,98,48,55,89,62,63,72,39,66,64.25
1782,89,19,83,25,97,4,55,75,82,68,76,55,55.95
1783,17,46,75,56,74,2,53,2,93,43,42,19,40.6
1784,69,8,98,68,35,27,84,82,57,40,61,63,44.55
1785,36,76,80,1,74,89,8,96,37,82,42,16,59.05
1786,59,78,91,55,72,86,64,46,78,19,89,15,63.75
1787,47,26,9,83,69,93,69,54,43,96,18,10,60.8
1788,76,14,85,61,33,71,0,25,75,36,48,12,50.8
1789,27,91,56,33,57,99,85,12,1,94,64,17,57.05
1790,68,100,96,97,36,28,12,6,72,38,76,13,64.75
1791,76,18,85,55,95,76,37,33,34,76,24,33,56.05
1792,80,89,36,54,59,58,44,21,0,69,83,75,72.5
1793,39,51,76,19,11,24,39,83,45,7,40,85,41.85
1794,44,25,90,49,31,21,94,22,59,42,22,84,36.65
1795,95,88,63,24,80,96,14,47,62,9,57,25,74.6
1796,61,25,78,83,3,100,49,13,94,40,87,41,54.3
1797,92,25,85,24,32,70,1,93,91,3,42,60,56.9
1798,57,45,93,52,42,22,52,86,44,77,39,38,49.3
1799,66,91,39,13,8,69,94,51,56,3,29,1,53.8
1800,55,48,100,59,97,78,25,82,36,23,33,56,59.25
1801,39,81,97,42,50,78,65,38,6,20,9,49,49.15
1802,97,95,59,61,93,39,74,40,15,9,59,15,70
1803,39,52,97,75,19,97,32,35,49,45,0,61,50.5
1804,90,2,47,68,38,13,81,5,13,88,11,97,47.25
1805,76,65,98,62,22,28,84,22,96,69,45,10,52.5
1806,32,96,18,1,40,15,58,9,5,79,92,82,54.85
1807,5,41,71,53,43,92,94,98,60,43,74,62,48.05
1808,87,18,32,15,34,86,25,84,20,91,16,29,57.05
1809,18,16,43,54,22,9,93,95,9,99,83,53,38.3
1810,79,32,91,93,57,46,20,59,31,32,57,70,59.15
1811,39,75,36,42,47,3,48,29,5,93,37,26,50.5
1812,91,48,88,60,86,11,79,96,1,35,5,85,56.85
1813,96,55,35,37,57,41,70,69,38,24,61,63,64.45
1814,58,62,80,44,100,97,85,4,48,12,83,80,62.2
1815,58,2,87,50,56,3,70,78,26,38,73,78,40.35
1816,47,48,20,41,86,83,65,56,55,78,9,8,60.05
1817,40,54,1,23,38,91,36,42,13,37,94,75,60.15
1818,12,25,30,29,27,91,13,51,22,29,25,71,43.35
1819,44,98,96,36,63,5,71,88,84,13,57,1,52.8
1820,88,71,29,52,61,13,92,76,50,49,16,48,63.85
1821,52,51,75,62,82,34,6,5,93,67,52,47,58.8
1822,41,99,43,10,61,46,37,100,24,0,77,54,61.3
1823,99,6,11,77,93,57,44,1,52,60,4,79,65.2
1824,62,45,50,22,84,64,21,16,87,2,66,66,59.2
1825,26,45,48,79,87,18,43,87,10,49,19,30,50.4
1826,37,99,23,49,84,56,80,11,34,60,50,25,63.8
1827,59,15,23,84,25,64,79,43,54,35,45,65,52.95
1828,6,23,59,54,50,12,96,53,57,3,78,29,32.7
1829,4,60,10,54,49,7,34,77,67,42,66,76,52.5
1830,44,53,12,3,35,17,59,6,36,13,2,100,43.6
1831,57,61,90,96,25,34,95,89,99,88,22,77,59.1
1832,30,0,71,53,32,86,2,31,76,66,8,0,39.95
1833,22,48,73,60,99,25,66,28,8,6,10,95,44.15
1834,41,24,71,77,67,37,71,45,27,7,46,69,45.15
1835,9,9,63,82,72,83,94,72,54,43,48,21,43.2
1836,31,79,19,4,7,65,54,77,45,63,43,74,55.1
1837,52,15,71,99,65,25,8,52,79,6,12,86,51.55
1838,29,57,72,94,92,56,68,80,69,47,7,53,58.6
1839,38,71,70,17,22,99,27,24,26,61,62,13,51.55
1840,30,28,77,43,69,24,14,52,9,24,21,13,37.75
1841,81,91,27,30,54,29,90,93,22,80,37,83,69.25
1842,99,5,1,93,42,81,30,28,20,89,26,70,67.45
1843,1,15,42,20,99,6,58,92,89,67,25,18,38.15
1844,77,19,7,46,20,26,81,81,44,63,22,25,50.4
1845,76,79,12,29,21,10,53,94,2,17,94,58,61.4
1846,92,70,84,54,8,100,67,82,58,3,92,21,64.65
1847,11,77,91,67,33,7,84,80,42,16,64,5,40.35
1848,38,42,34,68,58,10,46,5,98,46,73,62,53.1
1849,65,25,22,40,25,87,41,75,6,80,46,76,58.1
1850,95,89,45,44,0,29,22,37,26,44,60,73,65.5
1851,12,77,14,73,99,93,85,2,61,88,45,53,66.1
1852,45,70,1,90,4,14,64,34,41,57,3,18,53.15
1853,26,32,60,79,40,55,88,54,96,2,30,94,47.4
1854,16,25,75,29,62,34,53,46,3,11,3,9,29.15
1855,94,44,63,76,21,38,91,32,89,90,28,36,59
1856,97,83,51,99,67,23,100,92,61,16,72,76,75.65
1857,59,62,35,84,47,7,10,2,7,21,78,16,55.2
1858,63,66,66,44,65,42,62,68,83,38,43,54,60.5
1859,87,51,68,44,15,41,21,58,16,38,2,4,50.65
1860,34,67,66,78,79,83,53,77,4,99,58,20,62.85
1861,69,25,46,83,52,40,88,99,62,15,78,38,56.9
1862,82,74,82,83,85,46,84,91,8,100,52,19,68.7
1863,29,1,1,44,64,25,35,95,7,50,10,70,44.05
1864,70,13,43,54,78,51,57,17,6,28,5,14,46.25
1865,73,29,100,58,63,87,19,76,36,77,46,78,60.9
1866,95,48,63,4,87,21,15,65,99,70,6,52,62.35
1867,97,11,80,31,67,4,91,24,54,40,67,86,47.8
1868,62,89,77,5,62,14,55,19,66,56,84,32,55.7
1869,27,43,27,93,61,35,92,70,7,27,0,43,47.95
1870,59,32,90,25,81,100,49,74,68,76,55,65,59.25
1871,78,12,53,36,80,62,89,68,4,79,86,49,55.35
1872,93,77,73,12,70,92,65,28,16,20,76,31,64.4
1873,36,87,66,92,44,78,73,17,57,3,42,78,60.6
1874,92,97,35,68,51,90,12,71,62,98,27,70,86
1875,21,25,62,24,73,48,14,26,26,14,28,72,40.1
1876,67,20,24,12,64,54,72,41,75,52,17,54,51.35
1877,19,27,85,87,1,71,26,65,91,89,86,27,48.2
1878,95,47,47,94,48,59,7,98,67,45,91,85,77.75
1879,99,99,38,19,21,56,69,25,27,6,72,2,63.55
1880,67,39,46,71,95,28,99,22,88,17,61,52,58.05
1881,90,65,93,59,28,18,49,4,57,88,5,41,54.5
1882,63,72,20,72,34,94,87,79,49,100,15,1,67.85
1883,16,86,29,20,80,72,66,10,99,20,100,21,58.9
1884,11,78,91,60,75,9,25,18,66,7,0,24,42.6
1885,21,76,30,83,23,100,35,79,30,58,21,88,64.05
1886,16,22,25,78,93,9,20,95,100,19,45,31,51.6
1887,9,80,21,25,29,96,76,11,11,81,61,6,50.4
1888,64,47,20,53,83,88,51,1,54,82,22,61,66.05
1889,21,1,0,41,41,56,10,42,100,66,20,30,45.6
1890,89,83,36,10,70,53,7,21,100,54,50,62,73.1
1891,81,19,76,36,49,55,56,25,3,61,94,36,49.55
1892,49,58,84,10,70,67,45,32,93,17,37,67,52.75
1893,13,45,45,26,59,68,77,23,41,90,27,96,47.4
1894,63,2,8,93,29,86,96,68,90,78,43,78,61.05
1895,46,54,16,82,11,54,1,20,53,55,90,8,59.35
1896,28,11,46,33,48,68,63,45,21,84,38,69,42.8
1897,75,39,84,37,94,71,51,17,0,21,41,45,53.25
1898,35,65,94,60,81,80,64,4,47,7,41,94,54.15
1899,98,99,58,86,45,0,10,7,42,10,59,33,68.75
1900,51,77,53,52,42,11,5,84,19,11,56,59,57
1901,75,15,85,64,1,34,95,56,17,47,76,12,40.05
1902,6,82,11,2,96,77,78,4,69,62,95,35,58.35
1903,28,33,63,66,74,81,75,12,48,26,6,95,48.6
1904,10,43,5,27,97,73,63,82,75,34,50,85,57.95
1905,32,5,52,13,79,78,100,92,16,1,96,47,41.8
1906,5,76,15,51,53,32,92,65,52,98,76,92,57.85
1907,78,63,89,29,34,82,54,36,21,94,31,74,58.9
1908,31,99,4,57,51,97,43,89,81,7,6,5,68.35
1909,50,21,72,53,32,24,85,28,9,19,75,4,35.4
1910,74,17,45,68,84,15,13,68,23,7,39,64,54.8
1911,57,11,13,14,83,7,82,31,83,62,14,49,45.55
1912,86,51,43,37,71,34,4,47,11,67,58,73,64.9
1913,25,93,62,77,50,84,98,1,3,30,84,73,58.15
1914,97,50,93,13,25,82,24,68,41,31,11,23,54.6
1915,45,70,51,56,96,45,49,96,4,12,76,6,59.85
1916,97,95,25,58,61,10,72,50,25,85,41,85,74.5
1917,28,47,52,7,60,60,70,34,99,25,38,57,46.65
1918,3,18,28,71,25,43,81,82,58,80,62,20,41.35
1919,80,5,18,18,36,10,1,14,61,28,1,85,46
1920,98,83,46,31,29,10,9,98,79,90,28,32,69.5
1921,12,26,7,94,94,21,1,71,4,85,60,43,55.9
1922,38,52,22,28,96,84,59,64,25,17,28,24,56.55
1923,14,100,34,40,10,90,44,37,82,68,99,94,65.2
1924,28,47,94,74,52,81,7,85,5,11,37,79,51.8
1925,28,6,52,44,40,61,57,16,23,1,6,14,31.25
1926,74,58,98,12,4,47,6,79,94,41,29,28,51.15
1927,31,68,95,26,65,93,98,44,94,6,86,82,54.4
1928,1,10,57,18,12,62,86,0,52,46,91,51,28.4
1929,46,14,4,25,62,50,71,2,6,89,55,16,45.15
1930,77,63,15,52,81,44,20,69,9,53,86,89,73.5
1931,83,2,16,50,89,32,96,51,38,14,35,99,54.55
1932,21,68,31,36,24,84,46,52,85,57,41,35,55.3
1933,74,22,95,8,43,59,0,2,77,32,92,34,47.55
1934,26,52,51,91,13,1,11,93,27,66,3,39,46.85
1935,66,36,19,95,68,12,74,46,41,62,83,22,60
1936,80,8,65,51,58,65,47,74,61,47,4,72,54.05
1937,55,14,83,53,55,56,93,90,51,65,45,33,46.45
1938,91,2,81,2,51,42,3,85,21,80,74,57,50.7
1939,92,92,0,95,65,44,33,5,56,64,1,81,80.9
1940,20,69,57,68,67,30,86,45,95,35,53,79,54.65
1941,46,16,92,7,11,9,31,94,10,16,87,60,32.7
1942,79,25,92,13,74,22,2,60,13,1,58,95,48.75
1943,100,20,82,2,67,85,91,42,30,32,32,27,49.8
1944,58,71,43,23,42,28,67,55,3,92,21,59,53.95
1945,83,20,5,12,72,96,56,69,21,5,46,31,58.9
1946,5,10,49,42,73,30,75,19,92,42,5,57,34.6
1947,18,37,71,28,90,77,23,46,98,99,23,81,54.6
1948,56,71,87,71,5,73,32,53,63,87,92,43,61.9
1949,68,87,19,50,14,17,2,40,76,10,48,33,62.45
1950,2,34,13,41,41,10,3,74,83,4,95,92,47.35
1951,0,13,4,30,30,46,29,65,82,29,93,20,40.8
1952,57,13,40,62,85,2,69,30,78,9,50,0,44.8
1953,37,9,39,25,52,1,48,63,89,100,40,54,43
1954,14,11,33,17,5,53,29,89,83,90,66,79,43.1
1955,33,37,79,81,32,71,71,90,60,90,88,48,54.75
1956,60,33,44,56,28,30,81,57,99,23,91,96,54.85
1957,34,40,70,6,20,7,15,54,5,58,78,20,36.1
1958,63,9,79,47,53,42,52,45,78,66,80,98,51.45
1959,24,16,70,79,55,47,5,94,67,60,1,54,47.65
1960,23,16,26,59,93,1,23,23,5,25,90,26,42.8
1961,11,66,77,32,20,21,91,76,65,38,99,19,40.3
1962,17,61,77,2,99,4,95,88,35,81,77,94,47.4
1963,14,94,43,3,54,6,88,36,14,2,42,15,39.65
1964,79,0,32,99,57,19,27,40,75,37,31,77,56.75
1965,26,11,32,3,63,91,20,24,39,41,11,47,42
1966,71,3,43,41,85,76,7,28,40,47,22,31,53.75
1967,59,41,19,8,45,1,35,30,6,88,15,31,45.25
1968,45,12,35,50,83,31,8,1,21,12,43,52,45.35
1969,88,97,6,16,21,89,39,11,71,88,1,52,73.2
1970,16,84,31,16,59,2,84,4,10,87,6,1,40.8
1971,92,85,66,96,10,40,50,60,1,55,20,56,65.5
1972,52,3,38,19,46,41,0,90,29,58,57,21,45.55
1973,7,81,92,13,30,76,62,55,67,62,94,100,51.1
1974,78,68,23,21,76,84,67,97,52,79,22,51,71.7
1975,26,18,85,51,17,44,73,77,88,42,59,80,40.15
1976,45,1,69,26,21,100,25,70,20,74,24,95,44.9
1977,49,11,87,42,55,86,39,36,24,56,34,80,46.15
1978,70,80,86,2,16,70,2,35,72,20,98,57,59.2
1979,2,73,53,87,37,16,8,73,71,94,44,33,54.05
1980,92,97,37,93,24,91,31,28,4,53,6,70,76.4
1981,63,5,73,7,31,46,66,79,91,78,68,92,46.8
1982,43,7,79,85,14,93,3,37,65,52,31,16,46.2
1983,52,50,74,88,12,68,5,84,84,44,52,87,62.1
1984,23,10,31,9,57,23,72,40,48,35,68,71,36.9
1985,59,62,44,28,89,70,25,32,7,62,24,22,59.6
1986,2,56,60,39,49,33,1,92,97,0,94,32,48.4
1987,19,11,69,64,10,49,65,80,86,91,83,28,41.55
1988,45,72,87,20,12,41,84,12,78,96,85,18,47.25
1989,14,1,96,23,96,32,85,5,26,66,76,68,31.3
1990,24,7,52,72,49,26,2,65,1,78,1,36,39.65
1991,93,10,50,59,100,77,34,7,27,32,85,86,64.35
1992,77,52,75,25,37,58,58,63,10,31,60,25,51.85
1993,70,99,55,8,0,18,37,95,45,86,8,23,56.9
1994,16,9,26,19,38,75,32,99,20,57,50,53,42.95
1995,83,84,37,55,26,2,14,8,41,25,1,20,57.05
1996,99,83,61,98,35,70,74,22,31,60,44,96,74.55
1997,8,7,17,35,31,98,73,70,31,16,31,89,40.9
1998,37,35,63,35,40,24,99,94,70,72,71,9,43.85
1999,47,92,76,72,14,14,13,20,21,68,79,41,56
2000,59,75,29,21,30,82,65,0,77,28,96,28,60.4
2001,62,13,48,0,5,59,44,45,76,62,74,56,45.05
2002,85,53,40,68,88,82,47,61,20,5,31,34,67.6
2003,1,84,12,72,51,22,43,1,21,58,7,27,48.85
2004,87,85,33,36,81,10,36,74,33,98,95,11,72.55
2005,71,20,99,82,21,58,28,100,9,20,84,57,51.5
2006,10,49,93,71,30,84,98,81,64,44,88,43,47.1
2007,63,93,24,95,99,33,83,43,64,44,19,6,71.15
2008,76,38,65,12,72,6,84,87,87,86,64,15,53.05
2009,80,19,99,83,45,43,33,82,66,34,20,83,54.6
2010,71,87,17,99,66,90,58,4,94,51,6,92,79.85
2011,20,86,4,42,96,63,42,92,42,45,88,34,68.85
2012,17,6,18,36,90,22,32,38,40,65,8,91,43.1
2013,93,8,41,93,42,57,18,65,12,56,85,6,60.6
2014,63,0,17,73,0,19,7,80,3,41,1,85,45.25
2015,81,25,31,94,43,26,30,44,22,72,18,13,56.35
2016,94,37,20,24,56,59,10,74,69,76,59,58,69.4
2017,37,37,9,92,8,7,7,100,33,97,69,99,59.15
2018,31,60,36,87,4,100,24,12,40,15,58,61,56.8
2019,10,43,48,20,78,66,19,92,17,4,68,73,48.95
2020,44,85,85,40,8,1,37,31,99,0,44,65,47.3
2021,88,43,12,72,44,21,6,42,89,21,61,21,65.1
2022,32,73,54,41,91,69,76,7,96,47,9,15,55.6
2023,40,61,16,41,76,35,38,73,32,25,64,98,61.5
2024,7,5,8,1,23,23,73,88,24,33,25,74,29.85
2025,10,16,87,67,73,11,71,58,51,57,89,42,37.9
2026,85,50,43,7,41,80,19,10,16,84,59,96,62.8
2027,50,37,77,95,21,21,80,27,50,6,17,97,44.25
2028,87,23,45,60,59,82,10,96,2,24,58,96,65.9
2029,40,50,7,13,85,72,15,38,54,56,20,82,61.05
2030,16,9,36,76,36,75,100,25,85,11,45,19,39.35
2031,75,71,18,20,38,95,41,71,55,30,11,9,64.45
2032,45,20,62,23,83,94,95,25,34,26,77,18,46.05
2033,31,69,91,49,73,80,89,31,67,85,31,11,52.9
2034,78,84,45,81,73,22,51,45,58,33,38,9,67.1
2035,79,56,93,44,89,73,36,27,91,80,98,70,69.8
2036,53,38,70,63,88,62,51,6,58,74,80,55,58.6
2037,85,87,25,63,52,29,8,34,12,92,54,10,71
2038,91,32,45,25,27,18,34,65,61,33,54,79,55
2039,19,58,45,31,76,25,66,21,93,36,9,96,48.55
2040,32,17,74,56,14,89,94,21,46,57,34,60,39.5
2041,73,55,13,52,59,10,6,2,75,59,79,37,63.7
2042,39,91,84,32,59,19,1,45,2,25,5,16,48.2
2043,31,56,62,51,5,55,24,49,20,44,67,53,47.75
2044,96,95,71,94,51,44,75,7,64,44,61,44,72.25
